고객ID,요금제,누적결제금액,최근주문경과일,만족도점수,이탈여부,이탈확률,위험등급
C104642,Standard,178200,24,4.9,1,0.45,중간
C104643,Basic,981600,58,5.0,0,0.742,높음
C104644,Basic,314600,25,2.6,0,0.659,높음
C104645,Standard,1114500,14,3.7,0,0.368,중간
C104646,Standard,1033600,8,3.7,0,0.214,낮음
C104647,Premium,1325700,80,3.2,1,0.596,중간
C104648,Basic,1313200,0,3.5,0,0.171,낮음
C104649,Basic,473300,1,2.6,0,0.336,중간
C104650,Premium,10928000,10,3.5,0,0.072,낮음
C104651,Premium,393900,7,5.0,0,0.2,낮음
C104652,Basic,1701000,61,1.4,1,0.909,높음
C104653,Standard,1018400,13,3.8,0,0.501,중간
C104654,Premium,1949700,11,3.9,0,0.132,낮음
C104655,Basic,959800,62,3.6,1,0.807,높음
C104656,Basic,825700,0,3.7,0,0.237,낮음
C104657,Standard,660000,32,2.6,1,0.566,중간
C104658,Standard,664500,9,1.6,1,0.476,중간
C104659,Standard,1520600,19,4.0,0,0.467,중간
C104660,Standard,477400,13,2.3,1,0.485,중간
C104661,Standard,908200,7,3.1,0,0.224,낮음
C104662,Premium,1332400,0,3.7,1,0.065,낮음
C104663,Standard,881400,30,3.2,0,0.662,높음
C104664,Standard,44200,13,2.7,0,0.671,높음
C104665,Basic,2398900,72,1.0,1,0.938,높음
C104666,Basic,194200,20,3.8,0,0.731,높음
C104667,Basic,912200,19,5.0,0,0.48,중간
C104668,Basic,2002200,1,3.6,0,0.207,낮음
C104669,Basic,3155200,0,3.9,0,0.198,낮음
C104670,Standard,1409000,26,1.9,0,0.74,높음
C104671,Basic,942500,8,4.1,0,0.246,낮음
C104672,Standard,633000,66,3.4,0,0.887,높음
C104673,Basic,764600,9,3.7,1,0.358,중간
C104674,Basic,2817000,42,4.0,0,0.55,중간
C104675,Standard,53600,1,3.9,1,0.219,낮음
C104676,Basic,1997600,13,4.1,0,0.153,낮음
C104677,Standard,1041300,13,3.4,0,0.26,낮음
C104678,Premium,580400,11,3.0,0,0.208,낮음
C104679,Basic,1562900,14,4.5,0,0.222,낮음
C104680,Premium,1940400,20,4.3,1,0.083,낮음
C104681,Standard,428400,55,4.0,0,0.642,높음
C104682,Standard,369900,35,3.0,0,0.77,높음
C104683,Basic,5974100,19,2.6,1,0.36,중간
C104684,Basic,70700,12,3.4,1,0.352,중간
C104685,Basic,390400,0,4.3,0,0.247,낮음
C104686,Basic,3594800,12,3.1,0,0.303,중간
C104687,Standard,1568200,37,4.0,0,0.574,중간
C104688,Standard,1466400,28,2.9,0,0.312,중간
C104689,Basic,752400,49,4.3,0,0.536,중간
C104690,Basic,3790200,0,4.6,0,0.058,낮음
C104691,Premium,4004000,41,3.4,0,0.241,낮음
C104692,Basic,452500,20,3.6,1,0.601,높음
C104693,Standard,2955800,38,5.0,0,0.253,낮음
C104694,Standard,4306800,0,3.2,0,0.103,낮음
C104695,Premium,2480700,7,3.8,0,0.162,낮음
C104696,Standard,1096200,0,4.0,0,0.152,낮음
C104697,Basic,1848800,48,3.4,1,0.69,높음
C104698,Basic,552200,2,3.9,0,0.184,낮음
C104699,Standard,465000,17,4.3,0,0.397,중간
C104700,Premium,912200,13,4.7,0,0.097,낮음
C104701,Basic,595200,79,3.4,0,0.917,높음
C104702,Standard,3244800,25,3.6,0,0.508,중간
C104703,Standard,819000,27,3.0,0,0.379,중간
C104704,Standard,204800,2,2.8,0,0.342,중간
C104705,Premium,2530100,35,3.3,1,0.408,중간
C104706,Basic,355200,0,2.5,0,0.446,중간
C104707,Basic,1295400,10,3.4,0,0.306,중간
C104708,Basic,455900,0,5.0,0,0.127,낮음
C104709,Basic,2485000,48,2.8,1,0.825,높음
C104710,Standard,121400,39,2.5,1,0.751,높음
C104711,Premium,338100,50,4.5,0,0.545,중간
C104712,Premium,5481800,52,4.2,0,0.443,중간
C104713,Standard,578500,8,1.6,0,0.549,중간
C104714,Basic,1070700,5,3.5,1,0.452,중간
C104715,Basic,2345000,2,3.2,0,0.325,중간
C104716,Basic,184700,0,3.3,0,0.334,중간
C104717,Basic,111300,9,4.2,0,0.31,중간
C104718,Basic,2835400,0,4.4,0,0.095,낮음
C104719,Basic,1366900,3,4.6,0,0.222,낮음
C104720,Basic,357000,0,3.6,1,0.309,중간
C104721,Standard,972000,83,4.7,1,0.86,높음
C104722,Premium,3494400,27,2.1,0,0.565,중간
C104723,Standard,289000,38,2.9,0,0.665,높음
C104724,Standard,271400,94,4.8,1,0.824,높음
C104725,Standard,753200,10,3.8,0,0.238,낮음
C104726,Standard,1089000,12,2.1,1,0.633,높음
C104727,Basic,1034900,34,3.8,0,0.607,높음
C104728,Basic,2214000,0,3.6,0,0.26,낮음
C104729,Standard,1041900,2,4.5,0,0.133,낮음
C104730,Standard,2811800,81,3.6,0,0.711,높음
C104731,Basic,3120000,34,4.0,0,0.289,낮음
C104732,Premium,1715500,0,3.5,0,0.071,낮음
C104733,Standard,1473900,16,3.0,0,0.429,중간
C104734,Basic,3909500,0,2.3,0,0.221,낮음
C104735,Standard,2813800,0,5.0,0,0.057,낮음
C104736,Standard,1448200,24,2.2,1,0.695,높음
C104737,Basic,38700,61,2.0,1,0.974,높음
C104738,Premium,6389100,13,3.8,0,0.175,낮음
C104739,Standard,1520900,41,4.1,1,0.546,중간
C104740,Standard,1160000,35,3.8,1,0.535,중간
C104741,Standard,364000,21,5.0,0,0.453,중간
C104742,Standard,794900,0,4.4,0,0.088,낮음
C104743,Basic,410400,19,4.7,0,0.576,중간
C104744,Premium,6472200,40,4.5,0,0.119,낮음
C104745,Standard,4138800,3,3.7,0,0.128,낮음
C104746,Standard,2257200,0,3.1,0,0.148,낮음
C104747,Basic,2086600,14,3.9,0,0.363,중간
C104748,Basic,3502000,17,3.6,0,0.626,높음
C104749,Standard,2164100,54,2.2,0,0.563,중간
C104750,Basic,291800,0,3.7,0,0.281,낮음
C104751,Premium,1179200,1,5.0,1,0.089,낮음
C104752,Standard,535700,0,4.8,0,0.102,낮음
C104753,Basic,2053900,17,5.0,0,0.161,낮음
C104754,Basic,230900,28,4.6,0,0.397,중간
C104755,Premium,345700,13,3.2,0,0.255,낮음
C104756,Basic,489600,41,4.3,1,0.57,중간
C104757,Basic,2373800,13,5.0,0,0.195,낮음
C104758,Standard,191800,48,3.1,0,0.74,높음
C104759,Premium,2183600,0,2.3,0,0.199,낮음
C104760,Basic,940800,0,3.4,0,0.279,낮음
C104761,Premium,1016400,18,5.0,0,0.116,낮음
C104762,Standard,1352800,8,4.5,0,0.133,낮음
C104763,Basic,146900,46,3.6,0,0.613,높음
C104764,Basic,1321900,13,3.9,0,0.662,높음
C104765,Basic,69300,13,5.0,0,0.474,중간
C104766,Basic,3470700,0,2.2,0,0.168,낮음
C104767,Standard,2940000,25,3.6,1,0.399,중간
C104768,Basic,6054700,0,2.8,0,0.144,낮음
C104769,Basic,322600,61,4.2,1,0.835,높음
C104770,Standard,3355200,6,3.5,0,0.342,중간
C104771,Standard,2900200,12,5.0,0,0.064,낮음
C104772,Standard,1550300,42,2.9,0,0.46,중간
C104773,Basic,2471000,6,2.5,0,0.328,중간
C104774,Standard,1911000,3,4.6,0,0.085,낮음
C104775,Standard,3949100,48,4.0,0,0.592,중간
C104776,Basic,437600,0,3.7,0,0.198,낮음
C104777,Basic,1785600,48,3.6,0,0.829,높음
C104778,Standard,5694800,104,3.6,1,0.93,높음
C104779,Standard,1702400,39,3.2,1,0.583,중간
C104780,Standard,1379700,60,2.8,1,0.816,높음
C104781,Standard,2829000,6,4.9,0,0.067,낮음
C104782,Basic,333100,32,5.0,0,0.675,높음
C104783,Standard,638400,33,4.0,0,0.564,중간
C104784,Standard,1354100,8,2.9,0,0.197,낮음
C104785,Standard,1451700,5,2.9,0,0.217,낮음
C104786,Standard,622200,20,4.2,0,0.303,중간
C104787,Standard,779800,29,3.6,1,0.713,높음
C104788,Premium,1431800,0,2.6,0,0.12,낮음
C104789,Standard,1048300,34,2.4,1,0.705,높음
C104790,Standard,1004800,0,5.0,0,0.099,낮음
C104791,Basic,639000,17,3.6,0,0.615,높음
C104792,Basic,2182400,0,5.0,0,0.096,낮음
C104793,Basic,2453900,0,4.7,0,0.108,낮음
C104794,Standard,667200,32,2.6,0,0.606,높음
C104795,Premium,4601600,11,4.5,0,0.073,낮음
C104796,Standard,272000,33,5.0,0,0.335,중간
C104797,Standard,372900,9,3.3,0,0.412,중간
C104798,Basic,341600,31,4.1,0,0.731,높음
C104799,Standard,877800,48,4.7,1,0.505,중간
C104800,Standard,755800,3,4.8,0,0.106,낮음
C104801,Premium,1161400,0,3.5,0,0.109,낮음
C104802,Basic,836800,28,3.6,0,0.68,높음
C104803,Standard,800000,6,4.0,0,0.163,낮음
C104804,Basic,1433500,6,3.5,0,0.218,낮음
C104805,Premium,647800,81,2.7,1,0.785,높음
C104806,Premium,813400,34,3.1,0,0.487,중간
C104807,Basic,549900,10,1.6,0,0.573,중간
C104808,Standard,5450900,9,4.7,0,0.088,낮음
C104809,Basic,886900,17,4.2,1,0.486,중간
C104810,Standard,1736300,0,2.1,0,0.225,낮음
C104811,Premium,2102100,11,4.7,0,0.177,낮음
C104812,Standard,1769000,34,4.5,0,0.38,중간
C104813,Premium,2402400,0,3.6,0,0.077,낮음
C104814,Premium,1656500,0,3.0,0,0.136,낮음
C104815,Premium,1335600,10,4.5,0,0.169,낮음
C104816,Basic,411000,5,4.2,0,0.251,낮음
C104817,Basic,629800,31,3.6,0,0.476,중간
C104818,Premium,1594400,11,4.9,0,0.207,낮음
C104819,Basic,404200,12,3.4,0,0.446,중간
C104820,Standard,1881200,29,3.7,0,0.26,낮음
C104821,Standard,70400,9,4.7,0,0.222,낮음
C104822,Basic,2982500,0,3.6,0,0.205,낮음
C104823,Basic,772200,25,2.0,1,0.873,높음
C104824,Standard,3183300,9,5.0,0,0.09,낮음
C104825,Standard,339400,42,5.0,0,0.372,중간
C104826,Basic,7317200,0,3.9,0,0.131,낮음
C104827,Basic,425000,0,3.3,0,0.296,낮음
C104828,Standard,1180200,0,4.6,0,0.096,낮음
C104829,Basic,423200,36,4.5,0,0.508,중간
C104830,Standard,6276900,9,3.6,0,0.258,낮음
C104831,Standard,74100,0,2.7,0,0.315,중간
C104832,Standard,85500,26,4.9,1,0.436,중간
C104833,Premium,1822800,13,2.7,0,0.397,중간
C104834,Standard,490800,19,3.7,0,0.605,높음
C104835,Standard,1128800,12,2.3,0,0.445,중간
C104836,Premium,2150400,63,3.6,0,0.491,중간
C104837,Premium,4455400,13,4.9,0,0.086,낮음
C104838,Basic,898200,1,3.3,0,0.359,중간
C104839,Premium,3731200,17,3.1,0,0.494,중간
C104840,Premium,1579800,56,3.6,1,0.424,중간
C104841,Standard,3702900,11,2.5,1,0.148,낮음
C104842,Basic,471600,35,2.9,0,0.611,높음
C104843,Basic,2409600,37,4.0,1,0.566,중간
C104844,Basic,508200,1,2.7,0,0.398,중간
C104845,Basic,1152900,74,2.0,1,0.939,높음
C104846,Basic,2184600,6,4.4,0,0.182,낮음
C104847,Premium,3910400,29,5.0,1,0.227,낮음
C104848,Standard,707400,0,3.7,0,0.183,낮음
C104849,Standard,365500,20,3.4,0,0.334,중간
C104850,Basic,2027600,25,3.2,1,0.619,높음
C104851,Basic,472000,66,3.2,1,0.782,높음
C104852,Standard,2188300,0,4.9,0,0.079,낮음
C104853,Basic,2105000,12,3.1,0,0.336,중간
C104854,Basic,517700,25,3.7,0,0.716,높음
C104855,Standard,168300,0,3.8,0,0.239,낮음
C104856,Premium,2316600,19,3.6,0,0.212,낮음
C104857,Standard,1760800,22,3.0,0,0.341,중간
C104858,Premium,2389800,51,3.8,1,0.793,높음
C104859,Basic,439500,0,3.9,0,0.231,낮음
C104860,Basic,570700,22,3.4,0,0.62,높음
C104861,Basic,159600,39,4.4,0,0.822,높음
C104862,Basic,72000,15,5.0,0,0.425,중간
C104863,Basic,1085000,20,2.3,1,0.759,높음
C104864,Basic,1335800,6,2.3,0,0.373,중간
C104865,Basic,257400,23,2.2,0,0.712,높음
C104866,Premium,9226000,27,4.8,0,0.062,낮음
C104867,Standard,680400,18,3.4,0,0.474,중간
C104868,Premium,5085300,57,3.7,0,0.523,중간
C104869,Standard,3535600,0,3.5,0,0.144,낮음
C104870,Standard,1970600,36,3.7,0,0.497,중간
C104871,Premium,173800,5,3.3,0,0.254,낮음
C104872,Standard,3201000,50,4.2,0,0.527,중간
C104873,Basic,2558200,7,2.5,0,0.483,중간
C104874,Standard,2085600,22,4.2,0,0.2,낮음
C104875,Basic,82700,42,4.1,0,0.776,높음
C104876,Standard,3137900,6,3.6,0,0.141,낮음
C104877,Premium,1007400,19,2.2,0,0.421,중간
C104878,Standard,3411700,12,4.7,0,0.151,낮음
C104879,Basic,4235000,39,2.7,0,0.572,중간
C104880,Basic,519900,44,2.4,0,0.679,높음
C104881,Basic,599800,23,5.0,0,0.37,중간
C104882,Basic,420800,5,4.3,0,0.204,낮음
C104883,Basic,567000,0,3.9,0,0.197,낮음
C104884,Standard,551000,47,3.7,0,0.631,높음
C104885,Basic,992200,29,5.0,0,0.275,낮음
C104886,Standard,1178100,0,4.7,0,0.061,낮음
C104887,Premium,2517100,22,3.6,0,0.338,중간
C104888,Premium,2909300,32,3.7,0,0.299,낮음
C104889,Basic,1952300,54,3.6,1,0.775,높음
C104890,Standard,3682400,10,3.0,0,0.467,중간
C104891,Standard,305000,43,4.9,0,0.217,낮음
C104892,Basic,581000,41,3.4,1,0.511,중간
C104893,Premium,1478700,16,2.7,0,0.203,낮음
C104894,Standard,728600,18,3.6,0,0.347,중간
C104895,Basic,1014300,9,1.6,0,0.618,높음
C104896,Premium,558600,16,3.5,0,0.378,중간
C104897,Basic,534200,75,2.9,1,0.933,높음
C104898,Basic,413000,33,4.2,0,0.55,중간
C104899,Standard,372000,0,4.6,0,0.194,낮음
C104900,Basic,936000,18,3.7,0,0.392,중간
C104901,Basic,3340800,0,3.6,0,0.15,낮음
C104902,Basic,331500,0,2.3,0,0.371,중간
C104903,Standard,1046000,0,2.3,0,0.198,낮음
C104904,Basic,961000,13,3.8,0,0.273,낮음
C104905,Premium,5118300,17,3.0,0,0.408,중간
C104906,Standard,498200,0,4.2,0,0.199,낮음
C104907,Basic,75000,4,3.3,1,0.418,중간
C104908,Basic,2649600,25,3.7,0,0.354,중간
C104909,Basic,725600,8,4.7,0,0.215,낮음
C104910,Premium,1564900,30,3.4,0,0.226,낮음
C104911,Basic,637100,8,3.5,0,0.381,중간
C104912,Standard,65100,40,3.6,1,0.7,높음
C104913,Basic,3271500,0,4.9,0,0.122,낮음
C104914,Basic,312300,14,2.8,0,0.525,중간
C104915,Basic,1652400,30,3.7,0,0.617,높음
C104916,Premium,2271400,1,3.8,0,0.103,낮음
C104917,Standard,1097300,20,3.6,0,0.4,중간
C104918,Basic,1223200,15,3.3,0,0.321,중간
C104919,Standard,3378200,43,3.5,0,0.708,높음
C104920,Standard,2401200,0,3.2,0,0.112,낮음
C104921,Premium,4526400,37,3.7,0,0.341,중간
C104922,Standard,2505000,1,2.8,0,0.24,낮음
C104923,Premium,5271800,0,3.9,0,0.08,낮음
C104924,Basic,1734500,0,1.9,0,0.465,중간
C104925,Standard,1765300,9,3.2,0,0.218,낮음
C104926,Premium,659800,0,4.2,0,0.098,낮음
C104927,Premium,1698300,81,1.9,0,0.771,높음
C104928,Basic,87100,25,4.3,0,0.364,중간
C104929,Standard,1091800,73,1.0,1,0.964,높음
C104930,Basic,1740500,2,2.3,0,0.216,낮음
C104931,Basic,477400,60,4.2,1,0.683,높음
C104932,Basic,108400,69,3.1,1,0.963,높음
C104933,Standard,965100,16,4.5,0,0.107,낮음
C104934,Basic,1255500,14,3.3,0,0.321,중간
C104935,Basic,5140800,11,3.4,0,0.379,중간
C104936,Basic,1692200,9,5.0,0,0.136,낮음
C104937,Premium,2364400,0,3.6,0,0.07,낮음
C104938,Basic,276600,50,2.3,0,0.926,높음
C104939,Basic,1677100,27,4.0,0,0.297,낮음
C104940,Basic,1151300,0,3.5,0,0.228,낮음
C104941,Standard,756400,76,4.7,1,0.854,높음
C104942,Standard,913900,19,2.3,0,0.755,높음
C104943,Basic,202400,9,4.4,0,0.303,중간
C104944,Basic,134800,30,5.0,0,0.46,중간
C104945,Basic,5776000,0,2.6,0,0.171,낮음
C104946,Standard,2110500,0,3.2,0,0.161,낮음
C104947,Basic,3847500,34,3.5,0,0.575,중간
C104948,Basic,2171700,13,3.0,0,0.557,중간
C104949,Basic,861600,69,3.9,0,0.756,높음
C104950,Premium,1206500,5,4.4,0,0.177,낮음
C104951,Basic,523600,11,3.6,0,0.219,낮음
C104952,Standard,1986000,11,4.1,0,0.143,낮음
C104953,Basic,240700,24,4.8,0,0.313,중간
C104954,Basic,175500,51,4.7,1,0.842,높음
C104955,Standard,287000,55,4.2,0,0.62,높음
C104956,Premium,733900,13,4.4,0,0.134,낮음
C104957,Basic,2841600,0,4.1,0,0.174,낮음
C104958,Standard,55000,35,3.6,1,0.61,높음
C104959,Standard,419500,7,4.4,0,0.226,낮음
C104960,Basic,72200,61,3.3,1,0.913,높음
C104961,Standard,5233200,32,3.7,0,0.386,중간
C104962,Premium,3119000,6,1.5,0,0.463,중간
C104963,Standard,780800,4,4.6,0,0.107,낮음
C104964,Standard,2044000,0,1.9,0,0.225,낮음
C104965,Premium,7981100,25,3.3,1,0.339,중간
C104966,Basic,78500,26,3.9,1,0.761,높음
C104967,Premium,1702100,20,3.0,0,0.192,낮음
C104968,Standard,2325600,35,2.4,0,0.75,높음
C104969,Basic,1365000,55,2.6,0,0.897,높음
C104970,Basic,222000,25,2.9,0,0.525,중간
C104971,Standard,753500,18,2.4,0,0.435,중간
C104972,Basic,844100,48,3.4,0,0.676,높음
C104973,Basic,1940400,0,5.0,0,0.156,낮음
C104974,Basic,1031900,14,3.6,0,0.394,중간
C104975,Basic,656100,5,4.2,0,0.219,낮음
C104976,Standard,4062200,3,3.6,0,0.098,낮음
C104977,Standard,236700,24,5.0,0,0.358,중간
C104978,Premium,874900,0,3.3,0,0.08,낮음
C104979,Basic,652800,45,4.0,0,0.647,높음
C104980,Basic,1147600,40,2.4,0,0.792,높음
C104981,Standard,909400,0,3.1,0,0.212,낮음
C104982,Standard,1075200,41,3.5,0,0.464,중간
C104983,Premium,4277100,15,2.8,0,0.27,낮음
C104984,Basic,1081500,45,4.3,0,0.603,높음
C104985,Premium,3377700,24,5.0,0,0.088,낮음
C104986,Basic,199500,57,3.6,1,0.889,높음
C104987,Premium,414700,44,2.4,0,0.662,높음
C104988,Basic,683600,10,2.3,1,0.466,중간
C104989,Premium,8617000,13,4.0,0,0.18,낮음
C104990,Basic,426000,26,3.9,1,0.582,중간
C104991,Standard,3147200,26,3.6,0,0.322,중간
C104992,Basic,596700,46,3.6,0,0.542,중간
C104993,Basic,1492400,0,3.6,0,0.195,낮음
C104994,Standard,786100,24,2.3,0,0.672,높음
C104995,Premium,3265000,65,4.4,0,0.278,낮음
C104996,Basic,2925000,5,4.2,0,0.136,낮음
C104997,Standard,2112600,0,3.5,0,0.171,낮음
C104998,Premium,2764800,61,2.2,1,0.876,높음
C104999,Basic,2946900,36,3.8,1,0.283,낮음
C105000,Standard,517200,5,3.6,1,0.212,낮음
C105001,Basic,2462400,18,4.0,0,0.496,중간
C105002,Basic,2262300,6,4.4,0,0.207,낮음
C105003,Basic,189600,1,3.8,0,0.243,낮음
C105004,Basic,2510600,0,3.7,0,0.242,낮음
C105005,Standard,1219700,31,3.5,0,0.503,중간
C105006,Basic,1641800,23,2.9,0,0.617,높음
C105007,Standard,1159200,43,3.4,0,0.483,중간
C105008,Basic,2028600,54,3.6,0,0.714,높음
C105009,Basic,183600,19,2.2,0,0.647,높음
C105010,Basic,418900,26,3.7,0,0.438,중간
C105011,Standard,1365300,0,5.0,0,0.062,낮음
C105012,Standard,1734000,31,3.2,0,0.497,중간
C105013,Basic,2360800,13,2.9,0,0.155,낮음
C105014,Basic,632700,1,4.6,0,0.117,낮음
C105015,Basic,492000,11,4.4,1,0.563,중간
C105016,Premium,551800,24,3.7,1,0.479,중간
C105017,Premium,668200,31,2.4,0,0.696,높음
C105018,Basic,1650000,33,4.8,0,0.373,중간
C105019,Basic,805900,41,2.8,1,0.871,높음
C105020,Premium,2932600,180,3.0,0,0.992,높음
C105021,Basic,1172500,75,1.0,1,0.975,높음
C105022,Standard,564700,10,3.3,0,0.3,낮음
C105023,Premium,3241600,0,4.1,0,0.043,낮음
C105024,Standard,939600,5,3.2,0,0.213,낮음
C105025,Standard,1606000,21,3.7,0,0.342,중간
C105026,Premium,2608800,0,4.2,0,0.107,낮음
C105027,Basic,1320000,56,3.6,0,0.755,높음
C105028,Basic,160400,20,2.9,0,0.82,높음
C105029,Basic,257600,8,3.6,1,0.277,낮음
C105030,Standard,1039400,21,3.4,0,0.658,높음
C105031,Standard,163200,28,2.9,0,0.749,높음
C105032,Premium,3809500,45,4.5,0,0.243,낮음
C105033,Premium,7267400,22,3.4,0,0.313,중간
C105034,Premium,2844000,8,3.2,0,0.306,중간
C105035,Basic,55300,15,3.4,1,0.541,중간
C105036,Basic,2092500,62,2.6,1,0.803,높음
C105037,Basic,871000,13,4.5,0,0.269,낮음
C105038,Standard,2050200,5,4.8,0,0.078,낮음
C105039,Basic,741200,0,3.6,0,0.218,낮음
C105040,Premium,504900,18,4.2,0,0.35,중간
C105041,Standard,1950500,8,4.1,0,0.327,중간
C105042,Standard,547200,32,4.5,0,0.455,중간
C105043,Basic,3590400,16,4.0,0,0.319,중간
C105044,Standard,4681400,10,3.9,0,0.124,낮음
C105045,Basic,263500,10,2.6,0,0.527,중간
C105046,Standard,113400,17,3.4,0,0.35,중간
C105047,Basic,1029600,4,3.7,0,0.301,중간
C105048,Standard,1095600,0,3.5,0,0.197,낮음
C105049,Standard,33400,41,2.9,1,0.837,높음
C105050,Standard,391000,8,3.7,0,0.297,낮음
C105051,Standard,616000,36,3.7,0,0.45,중간
C105052,Basic,455500,0,2.1,0,0.5,중간
C105053,Premium,1088600,38,4.1,0,0.401,중간
C105054,Basic,1871100,56,1.5,0,0.901,높음
C105055,Basic,1925800,67,1.6,1,0.914,높음
C105056,Standard,1697100,8,4.9,0,0.122,낮음
C105057,Basic,489900,70,3.1,1,0.95,높음
C105058,Standard,1379800,19,1.0,0,0.62,높음
C105059,Standard,323400,38,2.2,0,0.71,높음
C105060,Basic,884500,42,4.0,0,0.736,높음
C105061,Basic,835400,47,1.2,0,0.759,높음
C105062,Standard,1505300,10,4.7,0,0.475,중간
C105063,Standard,11155200,0,3.2,0,0.063,낮음
C105064,Premium,3928300,30,3.1,0,0.346,중간
C105065,Standard,12348000,5,4.1,0,0.063,낮음
C105066,Premium,730800,49,3.9,0,0.468,중간
C105067,Basic,328300,28,3.3,0,0.599,중간
C105068,Basic,1166000,15,5.0,0,0.175,낮음
C105069,Basic,219400,0,3.3,0,0.306,중간
C105070,Basic,118200,29,3.0,1,0.776,높음
C105071,Premium,642900,10,4.4,0,0.204,낮음
C105072,Standard,547200,71,2.8,1,0.944,높음
C105073,Standard,1910500,0,3.6,0,0.131,낮음
C105074,Premium,1988800,19,3.5,0,0.213,낮음
C105075,Basic,217800,50,3.4,1,0.76,높음
C105076,Premium,205000,37,4.0,0,0.46,중간
C105077,Basic,5105100,0,4.0,0,0.13,낮음
C105078,Standard,1240000,46,3.7,1,0.661,높음
C105079,Basic,453800,31,4.7,0,0.559,중간
C105080,Standard,4182600,35,5.0,0,0.209,낮음
C105081,Basic,98900,30,2.6,0,0.65,높음
C105082,Basic,1099600,34,4.0,0,0.671,높음
C105083,Premium,364500,5,4.7,0,0.125,낮음
C105084,Premium,1603000,0,5.0,0,0.05,낮음
C105085,Standard,1686100,18,3.5,0,0.212,낮음
C105086,Premium,826400,0,4.6,0,0.059,낮음
C105087,Standard,423200,43,3.9,1,0.845,높음
C105088,Basic,153000,23,3.9,1,0.791,높음
C105089,Standard,171700,54,3.1,0,0.775,높음
C105090,Basic,518400,59,3.0,1,0.898,높음
C105091,Basic,1257200,15,2.5,0,0.678,높음
C105092,Premium,4666200,0,3.6,0,0.048,낮음
C105093,Basic,1160500,22,3.0,0,0.492,중간
C105094,Standard,1499700,9,2.9,0,0.4,중간
C105095,Basic,3385200,7,4.3,0,0.183,낮음
C105096,Standard,12200,27,2.9,1,0.624,높음
C105097,Premium,8278600,23,2.7,0,0.191,낮음
C105098,Standard,2189200,86,3.1,1,0.965,높음
C105099,Premium,864300,29,3.0,0,0.334,중간
C105100,Basic,108400,11,3.1,0,0.404,중간
C105101,Basic,295800,3,3.0,0,0.355,중간
C105102,Basic,77500,2,5.0,0,0.118,낮음
C105103,Basic,50000,13,3.0,0,0.427,중간
C105104,Basic,579600,13,3.3,0,0.536,중간
C105105,Premium,806700,0,3.4,0,0.113,낮음
C105106,Standard,761000,43,3.3,0,0.525,중간
C105107,Basic,199200,27,4.2,1,0.751,높음
C105108,Basic,1860500,31,3.4,0,0.446,중간
C105109,Standard,896900,20,4.0,0,0.22,낮음
C105110,Basic,1827800,0,2.4,0,0.369,중간
C105111,Basic,240100,6,4.2,0,0.233,낮음
C105112,Basic,850100,0,4.7,0,0.117,낮음
C105113,Premium,315100,53,4.7,0,0.712,높음
C105114,Basic,972700,22,4.7,0,0.282,낮음
C105115,Premium,375200,17,3.5,0,0.425,중간
C105116,Basic,1521200,10,4.2,0,0.223,낮음
C105117,Premium,2701000,15,3.7,0,0.147,낮음
C105118,Premium,937100,28,3.4,0,0.289,낮음
C105119,Standard,714500,8,4.4,0,0.274,낮음
C105120,Standard,991200,19,4.0,0,0.347,중간
C105121,Standard,897100,63,3.1,0,0.9,높음
C105122,Basic,226200,1,3.2,0,0.303,중간
C105123,Basic,5506200,70,3.2,0,0.858,높음
C105124,Standard,1589500,89,1.8,1,0.946,높음
C105125,Basic,2068000,7,4.1,0,0.35,중간
C105126,Standard,1824000,25,2.9,0,0.356,중간
C105127,Basic,487900,13,4.1,0,0.273,낮음
C105128,Standard,4912300,27,3.5,1,0.361,중간
C105129,Standard,802900,0,5.0,0,0.085,낮음
C105130,Standard,4036800,35,3.3,0,0.513,중간
C105131,Basic,200700,49,3.5,1,0.773,높음
C105132,Standard,522700,41,2.0,0,0.913,높음
C105133,Standard,1002800,2,4.4,0,0.166,낮음
C105134,Basic,914100,9,3.5,0,0.332,중간
C105135,Basic,521300,93,2.0,1,0.98,높음
C105136,Standard,172800,2,2.3,1,0.349,중간
C105137,Basic,316400,84,2.7,0,0.971,높음
C105138,Premium,6053400,6,2.3,0,0.338,중간
C105139,Basic,481400,5,3.7,0,0.274,낮음
C105140,Premium,1479700,14,4.3,0,0.332,중간
C105141,Basic,673100,2,5.0,0,0.111,낮음
C105142,Basic,1501400,0,2.7,0,0.217,낮음
C105143,Standard,664200,1,3.1,0,0.234,낮음
C105144,Basic,1110700,0,4.4,0,0.159,낮음
C105145,Basic,1990000,1,2.9,0,0.287,낮음
C105146,Standard,4027300,52,4.9,0,0.672,높음
C105147,Basic,2381400,37,2.3,1,0.852,높음
C105148,Standard,3420600,5,1.1,1,0.209,낮음
C105149,Premium,695000,21,4.0,0,0.4,중간
C105150,Premium,1456000,17,3.6,0,0.16,낮음
C105151,Basic,1080000,1,3.1,0,0.305,중간
C105152,Standard,779800,0,3.9,0,0.116,낮음
C105153,Standard,1462900,0,3.0,0,0.181,낮음
C105154,Basic,504000,20,3.7,0,0.433,중간
C105155,Standard,543900,40,2.2,0,0.801,높음
C105156,Standard,444500,19,3.0,0,0.527,중간
C105157,Standard,716100,6,3.2,0,0.27,낮음
C105158,Basic,136800,17,3.3,0,0.535,중간
C105159,Standard,2964000,0,4.0,0,0.118,낮음
