년월일,최대순간풍속(m/s),평균기온(℃),최저기온(℃),최고기온(℃),일강수량(mm),최저습도(%),최고습도(%),최저기압(hPa),최고기압(hPa)
2020-10-14,9.4,13.3,8.5,18,0,20,72,"1,022.80","1,026.70"
2020-10-15,5.5,12.5,6.5,18.5,0,27,53,"1,024.10","1,028"
2020-10-16,3.9,12,8.6,15.4,0,48,81,"1,021.90","1,026.30"
2020-10-17,7.2,13.7,8.7,18.6,0,26,93,"1,021.60","1,024.80"
2020-10-18,7.1,13.7,7.2,20.2,0,40,82,"1,021.90","1,026"
2020-10-19,6,15.6,9.8,21.3,0,38,93,"1,023","1,026.60"
2020-10-20,4.9,15.8,9.9,21.7,0,38,95,"1,022.70","1,028.80"
2020-10-21,6.2,14.6,11.8,17.3,0,58,82,"1,015.70","1,023.50"
2020-10-22,10.4,13.3,8.4,18.2,0,40,86,"1,011.40","1,015.70"
2020-10-23,10,9.4,5.4,13.3,0,34,69,"1,013.60","1,017.10"
2020-10-24,11,8.6,3.2,14,0,27,64,"1,016.80","1,020.90"
2020-10-25,6.3,11.8,5.4,18.2,0,29,86,"1,018.30","1,021.70"
2020-10-26,6.7,13.5,8,19,0,42,92,"1,018.30","1,021.80"
2020-10-27,5.7,14.2,9,19.4,0,39,91,"1,020","1,022.40"
2020-10-28,7.2,13.4,8.6,18.2,0,24,60,"1,022.30","1,026.20"
2020-10-29,9.1,10.8,5.5,16.1,0,23,93,"1,021.10","1,025.10"
2020-10-30,5.6,12.7,5.8,19.6,0,22,62,"1,023.70","1,027.20"
2020-10-31,10.2,13.4,8.5,18.2,0,51,74,"1,021.50","1,027.20"
2020-11-01,8.7,13.3,11.6,15,1.7,24,86,"1,019.10","1,022.30"
2020-11-02,10.8,11.8,7.9,15.6,13.6,56,98,"1,017.70","1,021.80"
2020-11-03,15.6,5.7,2.7,8.6,0.5,33,85,"1,019.60","1,024.10"
2020-11-04,7.4,5.5,0.2,10.8,0,20,66,"1,023.90","1,028.20"
2020-11-05,4.5,9.7,3.4,15.9,0,41,73,"1,025.20","1,029.10"
2020-11-06,5.3,13.6,9.9,17.2,0,49,79,"1,018.50","1,026.10"
2020-11-07,10.1,15.2,12.2,18.1,0.1,38,93,"1,016.20","1,019.30"
2020-11-08,12,7.8,3.1,12.4,0,18,88,"1,019","1,026.30"
2020-11-09,6.9,4.8,0.7,8.9,0,23,56,"1,024.10","1,027.50"
2020-11-10,8,8.2,3.5,12.9,0,34,73,"1,026","1,030.40"
2020-11-11,4.1,10,3.5,16.5,0,31,71,"1,030.30","1,033.40"
2020-11-12,6.2,11.2,4.6,17.7,0,30,76,"1,027.80","1,032.50"
2020-11-13,4.9,13.1,8.5,17.6,0,44,89,"1,026.70","1,029.90"
2020-11-14,6.7,13.1,6.8,19.3,0,38,93,"1,027.80","1,031.50"
2020-11-15,6.2,11.6,8.2,14.9,0,61,85,"1,026.30","1,028.90"
2020-11-16,6.2,12.9,7.5,18.3,0,45,92,"1,024.30","1,028.40"
2020-11-17,6.9,15.9,11.7,20,0.1,52,78,"1,021.40","1,026.10"
2020-11-18,6,16.8,14.8,18.7,12.2,77,98,"1,009.30","1,021.60"
2020-11-19,13.4,13,6.9,19.1,86.9,78,100,"1,003.20","1,013.90"
2020-11-20,9.7,3.7,0.3,7,0,68,87,"1,013.80","1,025.70"
2020-11-21,8.1,6.3,-0.3,12.8,0.2,48,83,"1,021.50","1,026.50"
2020-11-22,9.5,5.3,1.5,9.1,4.8,66,96,"1,020.70","1,026.80"
2020-11-23,8,2.2,-1.5,5.9,0,36,82,"1,026.60","1,030"
2020-11-24,5.3,3.3,0.2,6.4,0,39,65,"1,027.30","1,030.20"
2020-11-25,4.9,4.8,0,9.5,0,45,78,"1,026.10","1,029.10"
2020-11-26,6.3,6.4,1.9,10.9,0,42,82,"1,025.30","1,028.50"
2020-11-27,9,4.2,0.6,7.7,0,44,77,"1,024.30","1,028.10"
2020-11-28,8.7,0.3,-2.3,2.8,0,30,66,"1,027.80","1,031.40"
2020-11-29,7.4,-0.5,-3.6,2.6,0,52,68,"1,028.10","1,033"
2020-11-30,6.6,0.4,-3.6,4.3,0,38,74,"1,032.90","1,037.20"
2020-12-01,6.1,1.6,-3.6,6.7,0,24,62,"1,033.50","1,038.40"
2020-12-02,5.6,3.3,0.5,6.1,0,25,49,"1,028.90","1,033.90"
2020-12-03,8.3,1,-2.3,4.2,0,36,60,"1,028.50","1,031.60"
2020-12-04,6.8,-0.1,-4.6,4.4,0,30,73,"1,028.70","1,031.90"
2020-12-05,6.3,2.2,-2.2,6.6,0,51,74,"1,028.60","1,031.40"
2020-12-06,7.7,5.2,1.2,9.1,0,46,78,"1,026.60","1,029.80"
2020-12-07,10.2,2.8,-0.7,6.3,0,37,77,"1,026.60","1,029.90"
2020-12-08,6.3,0.3,-3.5,4.1,0,28,68,"1,027.60","1,030.80"
2020-12-09,4.6,1.1,-4.1,6.2,0,35,69,"1,024","1,029.50"
2020-12-10,6.5,6.3,3.2,9.3,0,57,87,"1,021","1,024.30"
2020-12-11,7.7,6,2.6,9.4,0,57,93,"1,017.80","1,022.40"
2020-12-12,8.7,2.9,-0.3,6.1,0,32,82,"1,018.60","1,020.70"
2020-12-13,11.4,-2,-6,2,2.9,52,95,"1,014.30","1,025.70"
2020-12-14,9.1,-7.4,-9.7,-5,0,28,59,"1,030","1,033.70"
2020-12-15,9.8,-7.9,-11.1,-4.6,0,31,60,"1,025.60","1,031.70"
2020-12-16,8.3,-7.6,-11.2,-3.9,0,29,58,"1,030.70","1,033.10"
2020-12-17,5.6,-5.2,-11.1,0.8,0,24,61,"1,028","1,033"
2020-12-18,9.9,-2.3,-6.4,1.8,0.2,34,79,"1,026.70","1,032.20"
2020-12-19,9.3,-5.4,-9.6,-1.2,0,26,61,"1,031.90","1,035.60"
2020-12-20,7.6,-3.6,-8.2,1.1,0,29,70,"1,031.10","1,034.10"
2020-12-21,6.7,-0.7,-6,4.7,0,40,78,"1,027.90","1,031.50"
2020-12-22,9.3,2.4,-2.5,7.2,0,42,82,"1,024.40","1,028.40"
2020-12-23,9.1,4.1,-0.4,8.5,0,62,88,"1,018.20","1,026.40"
2020-12-24,11.7,2.1,-2,6.1,0,35,90,"1,016.60","1,021.40"
2020-12-25,9.1,-0.6,-4.7,3.5,0,34,69,"1,020.90","1,025.10"
2020-12-26,6.7,3,-2.1,8,0,49,80,"1,022.80","1,026.40"
2020-12-27,5,5.7,1.4,10,0,48,78,"1,018.70","1,024"
2020-12-28,5.9,7.8,4.2,11.4,1.3,45,92,"1,021.30","1,024.90"
2020-12-29,10.2,-1,-6.2,4.3,0.2,40,86,"1,020.50","1,024"
2020-12-30,10.6,-9.6,-12.9,-6.2,0,41,64,"1,021","1,027.50"
2020-12-31,7.4,-9,-12.9,-5,0,42,67,"1,024.50","1,028.20"
2021-01-01,7.7,-4.1,-9.8,1.6,0,50,76,"1,023.90","1,028.10"
2021-01-02,9.9,-4.9,-8.4,-1.4,0,29,55,"1,026","1,032.70"
2021-01-03,8.5,-5.6,-9.1,-2,0,28,59,"1,032.80","1,035.50"
2021-01-04,5.6,-4.1,-8.4,0.3,0,38,73,"1,028","1,035"
2021-01-05,9.9,-6,-9.9,-2.1,0,30,83,"1,028.80","1,033"
2021-01-06,15.9,-7,-12,-1.9,2.3,24,90,"1,016.70","1,030.30"
2021-01-07,15.3,-12.5,-16.5,-8.4,0,35,76,"1,019.80","1,029.10"
2021-01-08,10.9,-14.7,-18.6,-10.7,0,35,57,"1,022.90","1,027.50"
2021-01-09,11.4,-12.1,-16.6,-7.5,0,35,57,"1,023.30","1,027.40"
2021-01-10,4.2,-7.8,-12.8,-2.7,0,37,70,"1,026.10","1,030.30"
2021-01-11,5.4,-6.8,-9.6,-4,0,50,73,"1,023","1,031"
2021-01-12,4.9,-4.9,-9.3,-0.5,0,61,94,"1,015.10","1,023"
2021-01-13,9,2.7,-3,8.3,0,65,95,"1,012","1,019.20"
2021-01-14,6.5,1.7,-3.6,7,0,26,71,"1,019.80","1,024.80"
2021-01-15,10.6,4.6,-0.7,9.9,0.2,42,85,"1,011.20","1,020"
2021-01-16,9.2,-4.7,-8.7,-0.7,0,34,79,"1,019.70","1,029.30"
2021-01-17,6.7,-6.1,-10.8,-1.3,0,29,87,"1,023.50","1,031.30"
2021-01-18,14.6,-4.5,-9.1,0.2,0.3,30,91,"1,017.10","1,029.30"
2021-01-19,7.9,-5.9,-11.6,-0.2,0,19,55,"1,029.10","1,034.10"
2021-01-20,6.6,0.3,-6.6,7.1,0,24,55,"1,027.50","1,033"
2021-01-21,5.3,4.8,2.5,7,9.2,36,97,"1,020","1,027.80"
2021-01-22,4.9,5.7,4.8,6.6,0.1,89,97,"1,018.80","1,020.90"
2021-01-23,9.9,8.5,4.8,12.2,0,49,93,"1,018.10","1,023.40"
2021-01-24,7.2,8.2,2.4,13.9,0,43,82,"1,023.30","1,027.70"
2021-01-25,5.5,8.5,3,13.9,0,37,84,"1,022.30","1,029.60"
2021-01-26,6.8,4.6,1.7,7.4,1.7,64,95,"1,017.30","1,022.40"
2021-01-27,9,2.4,-1.8,6.5,0,20,86,"1,021.60","1,025.90"
2021-01-28,17.5,-4.2,-9.7,1.4,2,35,95,"1,012.50","1,023.80"
2021-01-29,13.7,-8.3,-11.6,-4.9,0,29,51,"1,023.80","1,028.40"
2021-01-30,8.1,-1.5,-8.1,5.2,0.5,39,81,"1,023.70","1,029.50"
2021-01-31,7,2.5,-3.8,8.7,0,35,77,"1,021.10","1,030.30"
2021-02-01,11.4,3.6,-2.3,9.5,0.7,45,94,"1,012.70","1,022.10"
2021-02-02,11.2,-5.3,-8.2,-2.4,0,28,77,"1,022.10","1,028.50"
2021-02-03,8.5,-4,-9.4,1.4,3.4,43,97,"1,020.10","1,029.20"
2021-02-04,10.4,-3.4,-7.4,0.7,0.1,29,98,"1,020.80","1,030"
2021-02-05,9.3,1.2,-4.4,6.7,0,60,81,"1,017.20","1,026.80"
2021-02-06,8,6.9,4.3,9.5,0,72,89,"1,013.90","1,017.40"
2021-02-07,9.4,2.6,-2.6,7.7,0,29,96,"1,016.40","1,025.40"
2021-02-08,11.5,-2.6,-5.4,0.2,0,29,58,"1,025.40","1,030.80"
2021-02-09,8.1,-0.7,-6.1,4.7,0,28,70,"1,026.60","1,030.90"
2021-02-10,7.7,2.9,-1.5,7.2,0,63,87,"1,023.40","1,027.60"
2021-02-11,4.9,6.1,1.3,10.9,0,47,92,"1,023.20","1,027.90"
2021-02-12,5.9,7.3,0.6,14,0,29,86,"1,023.60","1,025.90"
2021-02-13,6.1,8.5,1,15.9,0,24,75,"1,021.60","1,027.30"
2021-02-14,5.4,10.1,6.4,13.8,0,31,60,"1,010.50","1,021.70"
2021-02-15,14.1,1.5,-5.2,8.2,1.4,36,95,"1,007.70","1,018.10"
2021-02-16,12.9,-4.2,-7,-1.3,1.5,32,85,"1,014.50","1,019.20"
2021-02-17,15.8,-7.8,-10.4,-5.2,0,32,57,"1,017.20","1,021.30"
2021-02-18,9.9,-5.5,-10.6,-0.4,0,34,57,"1,020.80","1,023.60"
2021-02-19,11.7,0.9,-7.1,8.9,0,49,85,"1,011.10","1,024"
2021-02-20,6.5,10.2,5.5,14.9,0,25,92,"1,008.30","1,011.30"
2021-02-21,10.4,11.1,4.7,17.4,0,47,86,"1,007.60","1,011.10"
2021-02-22,11.6,6.5,0.4,12.6,0,25,86,"1,010","1,023.50"
2021-02-23,8.5,0.6,-3.1,4.3,0,21,45,"1,023.30","1,028.50"
2021-02-24,4.7,3.6,-3,10.1,0,20,45,"1,023","1,027.60"
2021-02-25,4.2,4.5,0.7,8.2,0,25,46,"1,022.10","1,025.60"
2021-02-26,7.2,8.2,0.5,15.8,0,18,50,"1,021","1,026.70"
2021-02-27,9.5,10.3,4.3,16.2,0,32,68,"1,026.20","1,030.30"
2021-02-28,6.8,7,3.2,10.8,0,38,68,"1,022.10","1,029.70"
2021-03-01,13,4.8,0.5,9,67.5,44,100,"1,010.10","1,022.10"
2021-03-02,6.4,3.6,0.2,6.9,0.1,45,99,"1,016.70","1,029.40"
2021-03-03,5.3,4.4,-1.2,9.9,0,36,94,"1,026.80","1,031.90"
2021-03-04,4.9,7.8,2.5,13,0,48,73,"1,021.50","1,027.50"
2021-03-05,8.1,9.6,3,16.2,0,44,89,"1,018.40","1,023"
2021-03-06,10.5,7.4,3.2,11.6,0,49,93,"1,022.90","1,030.80"
2021-03-07,7.8,7.2,2.1,12.2,0,39,75,"1,025.60","1,030.70"
2021-03-08,7.7,7.7,1.5,13.9,0,32,85,"1,024.80","1,029"
2021-03-09,8.2,7.2,2.1,12.2,0,31,83,"1,023.70","1,027.50"
2021-03-10,5.8,9.4,1.7,17.1,0,28,92,"1,026","1,030.60"
2021-03-11,7.3,10.9,4.7,17.1,0,22,80,"1,022.30","1,029.60"
2021-03-12,8.4,11.1,7.2,14.9,0,39,70,"1,020.70","1,023.80"
2021-03-13,7.6,9.4,4.6,14.2,0,42,80,"1,019.60","1,024"
2021-03-14,6.8,9.8,4.9,14.7,0,48,91,"1,018.70","1,021.90"
2021-03-15,9.8,10.4,5.1,15.7,1.7,40,94,"1,013","1,019.90"
2021-03-16,9.9,9,4.9,13.1,1.3,26,96,"1,012.30","1,018.60"
2021-03-17,6.8,9.7,1.8,17.5,0,21,62,"1,017.10","1,020.60"
2021-03-18,6.5,11.7,5,18.4,0,33,69,"1,017.10","1,021.60"
2021-03-19,7.5,15.8,11.4,20.2,0,32,63,"1,014.90","1,021"
2021-03-20,9.2,11.1,7.4,14.7,5.1,44,92,"1,011","1,016.50"
2021-03-21,14.8,5.9,3.1,8.6,0.3,44,90,"1,012.70","1,020"
2021-03-22,12.4,6.1,1.1,11.1,0,26,80,"1,018.40","1,021.80"
2021-03-23,12.1,9.5,2.5,16.4,0,35,90,"1,018.60","1,022.60"
2021-03-24,9.3,11.3,5.7,16.9,0,39,81,"1,017.60","1,022.10"
2021-03-25,7.7,12.9,6.8,19,0,40,88,"1,019.60","1,022.60"
2021-03-26,4.2,12.7,4.8,20.6,0,25,95,"1,017.70","1,023.90"
2021-03-27,8,12.6,10.2,15,25.5,41,100,"1,001","1,018.30"
2021-03-28,10.9,10.4,7.7,13,9.2,89,100,999.6,"1,005.10"
2021-03-29,11.2,11,7.3,14.6,0.2,32,100,"1,004.20","1,011.50"
2021-03-30,8.1,11.2,4.1,18.2,0,21,82,"1,011","1,015.20"
2021-03-31,6,14.4,5.9,22.9,0,19,66,"1,012","1,015.90"
2021-04-01,12.4,18,12,24,0,18,50,"1,015.10","1,020.50"
2021-04-02,10.9,17.8,12.5,23,0,25,46,"1,016.80","1,021.90"
2021-04-03,10.3,14.5,10.9,18,56.2,40,99,"1,009","1,016.80"
2021-04-04,9.7,12.4,9,15.8,0.6,47,96,"1,010.70","1,020.90"
2021-04-05,9,12.4,5.4,19.3,0,19,79,"1,019.60","1,024.60"
2021-04-06,9.5,14.3,9.4,19.2,0,29,67,"1,017.50","1,021.60"
2021-04-07,11.1,14.3,8.1,20.4,0,24,79,"1,017.20","1,021.30"
2021-04-08,10.6,12.6,7.2,18,0,22,51,"1,016.10","1,020.30"
2021-04-09,10,13.6,7.6,19.6,0,25,54,"1,020","1,028.40"
2021-04-10,8,13.3,7.7,18.8,0,28,64,"1,028.50","1,031.90"
2021-04-11,9.7,14.7,7.5,21.8,22,36,99,"1,008.10","1,026.20"
2021-04-12,6.4,14.9,11.9,17.8,0,24,69,"1,026.10","1,032.20"
2021-04-13,10.2,9.6,5.7,13.5,8,53,100,"1,007.70","1,017.90"
2021-04-14,11.2,8.2,3.1,13.3,0,30,81,"1,017.80","1,020.60"
2021-04-15,8.5,12.3,6.3,18.3,0,31,87,"1,015.30","1,021.50"
2021-04-16,10.9,11.5,8.1,14.8,0.7,35,95,"1,014.20","1,018.10"
2021-04-17,12.5,10.3,6,14.6,0,33,77,"1,011.70","1,018.10"
2021-04-18,10.9,10.5,5.6,15.3,0,39,80,"1,014.40","1,018"
2021-04-19,8.8,12.6,5.8,19.4,0,44,88,"1,015.10","1,019.10"
2021-04-20,7.3,15.1,8.1,22,0,27,89,"1,018.90","1,022.30"
2021-04-21,7,19.3,10.3,28.2,0,21,67,"1,017.70","1,023.40"
2021-04-22,10,21.8,16.1,27.5,0,22,53,"1,015.70","1,021.90"
2021-04-23,11.3,19.4,17,21.7,0,29,59,"1,017.30","1,020.60"
2021-04-24,8.2,18.8,15.3,22.2,0,23,67,"1,017.80","1,021.70"
2021-04-25,11.3,18.3,12.6,24,0,31,78,"1,017.10","1,020.70"
2021-04-26,8.5,16.5,12.3,20.6,0,27,77,"1,019.10","1,022.70"
2021-04-27,9,16.3,12.5,20,1.7,38,88,"1,015.40","1,020.80"
2021-04-28,9.7,14.7,11.2,18.2,4.7,35,95,"1,014","1,017.80"
2021-04-29,11,15.5,10.9,20.1,3.9,30,86,"1,002.60","1,014"
2021-04-30,8.5,11.6,8.6,14.6,26.3,63,96,999.3,"1,008.20"
2021-05-01,10.3,11.9,8.5,15.3,8,47,94,"1,003.60","1,010.30"
2021-05-02,9.3,13,7.3,18.7,1.7,41,97,"1,010.30","1,019.90"
2021-05-03,8.6,14.4,8.4,20.3,0,27,87,"1,015.10","1,020.40"
2021-05-04,9.3,13.6,11.4,15.8,19.6,53,100,"1,003.70","1,017.30"
2021-05-05,13.1,14.4,10.3,18.4,0.1,29,98,"1,004.50","1,018.40"
2021-05-06,11.8,15.5,7.9,23.1,0,27,77,"1,011.50","1,018.60"
2021-05-07,12.6,14,10.7,17.2,8.8,38,93,"1,003.30","1,011.50"
2021-05-08,15.4,15,8.9,21,0,36,85,999.2,"1,008.40"
2021-05-09,14.3,15.9,10,21.8,0,25,86,"1,006.50","1,011.80"
2021-05-10,6.7,13.2,11.7,14.6,0,59,77,"1,010.40","1,015"
2021-05-11,10.5,17.6,9.4,25.7,0,28,87,"1,010.80","1,014.90"
2021-05-12,6.9,22.3,16.9,27.7,0,26,59,"1,008.90","1,013.80"
2021-05-13,7.2,23.1,16.6,29.6,0,36,71,"1,009","1,012.60"
2021-05-14,7.4,24.4,18,30.8,0,35,81,"1,008.50","1,013.20"
2021-05-15,6.1,23.5,20.8,26.2,15,56,97,"1,003.90","1,009.30"
2021-05-16,8.9,17.8,14.8,20.8,66.9,94,99,999,"1,004.30"
2021-05-17,5.3,15.5,14.2,16.7,3.1,86,96,"1,002.70","1,010.50"
2021-05-18,7.3,19.1,13.6,24.5,0,45,98,"1,008.70","1,012.10"
2021-05-19,7.4,19.5,12.4,26.6,0,31,79,"1,009.80","1,012.90"
2021-05-20,13,19.3,15.6,22.9,0.9,42,89,"1,000.30","1,011.60"
2021-05-21,7.1,16.2,14.2,18.2,6.9,73,96,"1,000.70","1,010"
2021-05-22,9.5,18.8,13.8,23.8,0.2,43,94,"1,008.90","1,012"
2021-05-23,7.9,19.7,14.3,25.1,0,46,88,"1,008.60","1,013"
2021-05-24,9.2,20.5,16.4,24.5,0,28,83,"1,005.80","1,009.50"
2021-05-25,12.8,15.6,11.9,19.3,8.3,37,95,"1,005.20","1,010.20"
2021-05-26,13.1,17.3,11.5,23,0,31,90,"1,004.50","1,010.90"
2021-05-27,9.1,16.3,13.9,18.7,8.9,52,98,999.3,"1,005.20"
2021-05-28,10.2,16.1,12.4,19.7,12.3,66,99,996.6,"1,006.40"
2021-05-29,7.3,16,12.8,19.1,0.3,59,92,"1,001.50","1,010"
2021-05-30,16,18.6,10.8,26.3,18.1,37,97,"1,006.20","1,010.70"
2021-05-31,5.7,20.2,16.5,23.8,4,63,98,"1,009.40","1,012.80"
2021-06-01,9,19.9,15.9,23.9,3.2,57,91,"1,011.50","1,016.50"
2021-06-02,8.2,23.2,16.6,29.7,0,37,94,"1,009.80","1,014.90"
2021-06-03,14.3,18.7,14.6,22.7,18.1,59,98,"1,000.50","1,011"
2021-06-04,10.4,18.5,13.3,23.6,0,38,97,"1,000.50","1,002.60"
2021-06-05,9.9,21.4,17,25.7,0,40,86,999.1,"1,003.50"
2021-06-06,7,23.3,18.4,28.2,0,48,89,"1,003.30","1,010.90"
2021-06-07,6,21.7,19.4,24,0,57,82,"1,010.40","1,015.20"
2021-06-08,6.6,24.2,18.8,29.5,0.1,43,86,"1,013.40","1,016.20"
2021-06-09,5.7,25.6,19.5,31.6,0,36,84,"1,012.30","1,016.30"
2021-06-10,9,25.2,20.5,29.8,6.1,43,91,"1,007.90","1,013.50"
2021-06-11,11.4,22.2,19.9,24.4,4.6,70,97,"1,006.50","1,013.10"
2021-06-12,6.3,24.2,18.2,30.2,0,49,97,"1,009.30","1,014.20"
2021-06-13,6.9,25.3,20.9,29.7,0,54,91,"1,005.60","1,010.80"
2021-06-14,5.9,24.6,18.9,30.2,0,50,89,"1,003.40","1,007.60"
2021-06-15,7.7,23.4,21.5,25.3,1.9,68,93,"1,003","1,005.20"
2021-06-16,11.5,24.6,20.3,28.9,0,46,77,"1,003.80","1,007.20"
2021-06-17,7.1,22.3,19.6,25,0,58,86,"1,004.20","1,007.70"
2021-06-18,7.2,20.2,19,21.4,6.3,82,99,999.8,"1,004.30"
2021-06-19,6.9,22.5,17.5,27.4,0,49,95,999.7,"1,002.20"
2021-06-20,12.7,23.3,17.6,29,0,48,90,999,"1,002.40"
2021-06-21,7.8,23.9,19.2,28.5,0,45,92,"1,002.20","1,006.80"
2021-06-22,15,24.2,19.7,28.6,0,41,80,"1,006.40","1,010"
2021-06-23,11.3,23.4,18.8,27.9,7.5,49,82,"1,008.80","1,012.10"
2021-06-24,7.7,23.3,18.5,28,0,51,91,"1,009","1,012.40"
2021-06-25,7.8,24.5,19.5,29.5,0,48,87,"1,008.40","1,012"
2021-06-26,5.9,23.3,19.9,26.7,4.5,63,93,"1,009","1,011.90"
2021-06-27,14.3,25.3,19.8,30.8,38.2,43,92,"1,004.10","1,009.90"
2021-06-28,7.7,25.1,21,29.2,0.1,57,91,"1,003.30","1,006.50"
2021-06-29,6.5,24.9,21.3,28.4,8,56,90,"1,004","1,007"
2021-06-30,7.7,24.9,21,28.8,6,55,95,"1,005.30","1,008.10"
2021-07-01,6.8,26.2,21.4,31,0,45,91,"1,004.80","1,007.90"
2021-07-02,6.7,27.7,23.6,31.8,0,47,79,"1,007.10","1,010.30"
2021-07-03,12.9,22.7,19.6,25.7,60,62,100,"1,000.80","1,010"
2021-07-04,8.8,21.5,19.8,23.1,21.4,91,100,999.1,"1,009.80"
2021-07-05,5.9,23.5,20.1,26.9,0,64,94,"1,008","1,011"
2021-07-06,5.5,25.6,21,30.1,0,54,93,"1,005.40","1,008.40"
2021-07-07,5.4,26.5,23.9,29.1,12.7,65,92,"1,004.50","1,008.50"
2021-07-08,7.5,26.8,23.8,29.8,2.9,66,96,"1,002.90","1,006.30"
2021-07-09,7.1,26.4,23.6,29.2,0,62,87,"1,003.30","1,007.10"
2021-07-10,9.9,26.2,23.1,29.2,0.5,60,90,"1,006.10","1,009.20"
2021-07-11,8.2,25.8,24.1,27.5,0.4,81,94,"1,008.70","1,010.70"
2021-07-12,5.4,28.2,23.8,32.5,0,58,90,"1,007.80","1,011.30"
2021-07-13,5.9,28.9,26.3,31.5,0,62,87,"1,008.60","1,010.60"
2021-07-14,7.6,29.8,26.1,33.5,0,56,90,"1,010.30","1,013.50"
2021-07-15,9.4,30.2,25.9,34.5,0,51,87,"1,012.90","1,015.60"
2021-07-16,8.5,29.7,24.2,35.2,0,50,81,"1,009.30","1,013.80"
2021-07-17,16.5,28.8,24.7,32.8,0,44,86,"1,010.80","1,016.20"
2021-07-18,7.6,29.9,25.7,34.1,0,46,80,"1,009.10","1,012.20"
2021-07-19,8.5,27.3,24,30.5,67.4,61,94,"1,011.60","1,014.60"
2021-07-20,6,27.7,23.6,31.8,0,58,94,"1,012.70","1,015.40"
2021-07-21,6,30.3,25.3,35.3,0,40,89,"1,010","1,014.30"
2021-07-22,6.7,31.2,26.5,35.9,0,37,79,"1,008.40","1,012.30"
2021-07-23,6.1,31.5,27.2,35.8,0,42,75,"1,006.70","1,010.70"
2021-07-24,7,31.7,26.9,36.5,0,37,76,"1,005.90","1,009.40"
2021-07-25,8.8,31.6,27.2,35.9,0,40,74,"1,003.90","1,007.70"
2021-07-26,7.3,31.4,27.4,35.4,0,40,72,"1,002.20","1,005.90"
2021-07-27,7.8,31.8,27.8,35.7,0,43,72,"1,000.20","1,004"
2021-07-28,7.2,30.9,27.1,34.7,0,52,77,"1,000.40","1,003.50"
2021-07-29,6.8,30.2,27,33.3,0,57,84,999.9,"1,003.10"
2021-07-30,7.6,30.6,25.8,35.4,0,44,81,997.8,"1,001.50"
2021-07-31,6.9,30.6,26.8,34.3,3,52,89,998.5,"1,001.10"
2021-08-01,8.3,27,25.1,28.8,21,71,96,998.7,"1,001.90"
2021-08-02,5.6,26.8,25,28.6,1.7,69,95,"1,000.90","1,005.70"
2021-08-03,9.7,27.8,24.1,31.4,0,60,93,"1,005.40","1,009.20"
2021-08-04,7.6,29.8,26.3,33.2,0,51,88,"1,006.60","1,009.70"
2021-08-05,7.1,29.7,25.6,33.7,0,53,84,"1,003.80","1,008.40"
2021-08-06,16.4,29.1,26,32.2,0,57,81,"1,001","1,005.20"
2021-08-07,6.5,27.9,23.4,32.3,0,48,85,"1,001.40","1,004"
2021-08-08,9.5,28.3,24.4,32.1,12.7,57,88,"1,001.70","1,004"
2021-08-09,8.3,28.5,23.3,33.6,0,42,83,"1,001.40","1,005.50"
2021-08-10,8.7,28.3,24.3,32.2,0,46,73,"1,005.40","1,009.60"
2021-08-11,6.4,27.9,24.1,31.6,0,49,86,"1,008.10","1,011.50"
2021-08-12,12.9,27.9,24,31.7,0,52,84,"1,007.50","1,011"
2021-08-13,6.4,26.8,23.4,30.1,0,57,84,"1,004.50","1,008.10"
2021-08-14,10.2,27,23.4,30.5,0,51,76,"1,005.70","1,011.40"
2021-08-15,7,27.1,21.7,32.4,0,41,76,"1,011.30","1,015.10"
2021-08-16,6.9,27.7,22.5,32.8,0,39,77,"1,011.20","1,016.10"
2021-08-17,9.6,26.6,21.9,31.3,9.3,46,89,"1,006.60","1,013.20"
2021-08-18,9.7,25.8,20.6,31,5.6,48,95,"1,008.20","1,012"
2021-08-19,8.6,26.3,21,31.5,0,42,72,"1,009.80","1,012.40"
2021-08-20,10.3,26.7,22.6,30.7,0,50,78,"1,009.10","1,012.60"
2021-08-21,11.4,23.3,21,25.5,62.8,76,100,996.8,"1,009.80"
2021-08-22,8.3,24.7,22.4,27,0,63,94,"1,004.90","1,010.50"
2021-08-23,7.9,22.5,21,24,7.4,78,96,"1,003.30","1,011"
2021-08-24,10.5,23.8,21.1,26.4,10.5,89,99,996.5,"1,004.10"
2021-08-25,6.8,25.4,23.5,27.3,0.3,73,97,"1,003.90","1,009.10"
2021-08-26,8.7,25.4,22.9,27.9,0.7,75,94,"1,008.90","1,012.80"
2021-08-27,4.9,23,20.4,25.5,0.9,67,93,"1,011.70","1,014.40"
2021-08-28,7.3,24,19.7,28.2,0,57,95,"1,012.70","1,015.50"
2021-08-29,5.6,24.1,21.9,26.3,0.9,65,96,"1,012.60","1,015.50"
2021-08-30,4.5,24.5,21.2,27.7,0,57,92,"1,014.40","1,016.80"
2021-08-31,9.3,20.6,18.1,23.1,77.4,77,100,"1,010.50","1,016.40"
2021-09-01,9.1,21.2,18.5,23.9,0.8,71,100,"1,008","1,010.80"
2021-09-02,6,23.7,20.7,26.7,0,56,80,"1,007.80","1,011.60"
2021-09-03,7.6,24.9,20.6,29.2,0,38,86,"1,007.90","1,012.40"
2021-09-04,7.2,23.6,18.5,28.6,0,45,72,"1,012.40","1,017.40"
