고객ID,성별,연령,지역,가입채널,가입개월수,요금제,월요금,결제수단,자동결제여부,월평균로그인수,월평균주문수,평균주문금액,누적결제금액,최근주문경과일,CS문의수,만족도점수,쿠폰사용률,모바일사용비중,이탈여부
C104511,여,44,경기,검색광고,10,Basic,9900,신용카드,0,19,3.2,33000,1056000,22,1,4.6,0.175,0.772,0
C104512,여,54,서울,앱스토어,18,Basic,9900,간편결제,1,21,1.6,46700,1345000,5,2,3.1,0.35,0.825,0
C104513,여,34,광주,앱스토어,19,Standard,19900,신용카드,0,15,1.0,28300,537700,122,3,1.4,0.229,0.357,1
C104514,여,23,서울,검색광고,3,Standard,19900,간편결제,1,11,2.5,29000,217500,0,0,4.1,0.142,0.66,0
C104515,여,32,기타,지인추천,6,Basic,9900,계좌이체,1,9,1.2,44600,321100,24,1,1.9,0.171,0.528,1
C104516,남,22,부산,SNS,11,Basic,9900,체크카드,1,4,1.2,27600,364300,50,1,4.3,0.309,0.507,1
C104517,여,48,서울,검색광고,11,Premium,34900,신용카드,1,22,3.6,37200,1473100,36,1,5.0,0.091,0.74,0
C104518,여,22,인천,앱스토어,56,Standard,19900,체크카드,1,12,1.8,30500,3074400,50,1,4.6,0.146,0.595,1
C104519,여,52,부산,검색광고,41,Standard,19900,신용카드,1,12,4.9,33500,6730200,31,3,2.9,0.315,0.897,0
C104520,남,43,서울,SNS,19,Standard,19900,신용카드,0,15,2.1,5000,199500,39,0,3.9,0.253,0.523,0
C104521,남,40,기타,앱스토어,16,Basic,9900,신용카드,0,15,2.8,43500,1948800,11,0,2.4,0.413,0.887,0
C104522,여,44,기타,제휴몰,12,Premium,34900,신용카드,1,20,8.6,48500,5005200,0,0,5.0,0.379,0.811,0
C104523,여,40,인천,SNS,12,Standard,19900,간편결제,0,11,1.0,19500,234000,15,2,3.2,0.097,0.839,1
C104524,여,75,서울,SNS,9,Basic,9900,신용카드,1,15,1.7,53100,812400,37,1,4.4,0.344,0.878,0
C104525,남,40,서울,제휴몰,26,Standard,19900,신용카드,1,22,3.9,25300,2565400,20,1,4.2,0.272,0.501,0
C104526,남,19,경기,SNS,14,Basic,9900,신용카드,1,15,1.4,22100,433200,0,1,4.6,0.171,0.925,0
C104527,여,19,경기,제휴몰,6,Standard,19900,신용카드,1,27,1.7,42500,433500,26,2,3.4,0.054,0.584,0
C104528,여,34,기타,앱스토어,14,Standard,19900,간편결제,1,17,2.8,22000,862400,0,0,4.2,0.537,0.867,0
C104529,남,31,기타,검색광고,33,Basic,9900,신용카드,1,22,4.0,22200,2930400,4,1,4.1,0.164,,0
C104530,여,42,경기,제휴몰,6,Standard,19900,간편결제,1,16,1.5,38200,343800,24,1,3.0,0.156,,0
C104531,남,48,기타,앱스토어,10,Basic,9900,간편결제,0,0,3.8,40900,1554200,50,0,3.0,0.499,0.686,1
C104532,남,46,인천,앱스토어,15,Standard,19900,신용카드,1,6,1.1,11900,196400,3,0,4.9,0.244,0.871,0
C104533,여,53,대구,검색광고,17,Basic,9900,신용카드,0,24,3.3,14700,824700,11,1,4.9,0.246,0.59,0
C104534,남,48,광주,검색광고,12,Basic,9900,신용카드,1,11,1.8,51300,1108100,101,4,1.5,0.341,0.805,1
C104535,남,38,기타,앱스토어,25,Standard,19900,계좌이체,1,12,3.7,47900,4430800,0,1,3.2,0.034,0.707,0
C104536,여,36,대전,앱스토어,15,Standard,19900,신용카드,1,18,2.0,22000,660000,37,0,3.6,0.189,0.731,0
C104537,남,33,인천,지인추천,19,Basic,9900,신용카드,1,23,1.8,20500,701100,8,1,3.9,0.273,0.453,1
C104538,여,51,기타,SNS,9,Basic,9900,신용카드,1,18,1.9,41000,701100,7,0,3.9,0.382,0.751,0
C104539,여,30,부산,지인추천,35,Basic,9900,신용카드,0,4,1.9,27100,1802200,70,4,2.4,0.65,0.782,1
C104540,여,52,경기,검색광고,6,Standard,19900,신용카드,1,21,2.5,28800,432000,12,1,4.1,0.324,0.922,0
C104541,남,41,서울,검색광고,20,Standard,19900,신용카드,1,1,7.3,37400,5460400,88,2,2.0,0.343,0.972,1
C104542,여,37,기타,앱스토어,23,Standard,19900,신용카드,0,13,1.1,51700,1308000,30,1,4.7,0.695,0.892,0
C104543,남,53,경기,검색광고,7,Premium,34900,신용카드,0,9,2.4,48000,806400,26,1,2.8,0.717,0.615,0
C104544,여,30,대구,지인추천,39,Standard,19900,신용카드,1,13,1.7,29500,1955800,18,1,4.6,0.228,0.809,0
C104545,남,33,서울,SNS,26,Basic,9900,신용카드,1,14,2.8,42700,3108600,0,3,5.0,0.248,0.847,0
C104546,여,45,대구,지인추천,9,Basic,9900,신용카드,1,8,4.6,38000,1573200,8,2,4.5,0.247,0.84,0
C104547,여,39,인천,지인추천,32,Basic,9900,신용카드,1,6,3.8,54400,6615000,19,1,3.3,0.262,0.836,0
C104548,여,32,경기,제휴몰,10,Standard,19900,간편결제,1,30,3.7,8300,307100,13,1,4.5,0.106,0.777,0
C104549,여,45,인천,제휴몰,11,Standard,19900,신용카드,1,7,3.1,25900,883200,31,0,3.7,0.537,0.403,0
C104550,여,42,대전,검색광고,18,Basic,9900,신용카드,1,7,1.8,33800,1095100,35,4,2.5,0.298,0.955,0
C104551,여,25,대전,제휴몰,10,Basic,9900,간편결제,0,25,2.3,50400,1159200,18,4,2.8,0.547,0.641,1
C104552,여,48,서울,앱스토어,1,Basic,9900,신용카드,1,11,1.4,31700,44400,105,3,3.0,0.406,0.554,1
C104553,여,19,인천,앱스토어,12,Standard,19900,간편결제,1,20,1.5,36200,651600,13,0,4.0,0.32,0.975,0
C104554,남,53,경기,앱스토어,8,Standard,19900,신용카드,1,18,4.3,21200,729300,66,2,1.0,0.246,0.811,1
C104555,여,25,서울,앱스토어,16,Standard,19900,신용카드,1,14,1.4,16700,374100,32,1,2.8,0.517,0.427,0
C104556,남,25,기타,앱스토어,11,Basic,9900,신용카드,1,16,1.8,23600,467300,10,0,4.6,0.688,0.657,0
C104557,남,35,인천,제휴몰,7,Premium,34900,신용카드,1,11,4.0,54900,1537200,38,3,,,0.378,0
C104558,남,21,기타,SNS,9,Premium,34900,계좌이체,0,13,3.1,43900,1224800,16,1,3.4,0.403,0.768,0
C104559,여,37,서울,지인추천,21,Standard,19900,간편결제,0,15,1.6,40200,1350700,20,1,4.6,0.475,0.929,0
C104560,남,56,대구,지인추천,4,Basic,9900,간편결제,1,14,1.7,27800,189000,4,4,3.1,0.15,0.982,0
C104561,여,40,기타,앱스토어,12,Basic,9900,신용카드,1,10,0.7,32800,275500,1,2,4.0,0.193,0.575,0
C104562,여,19,경기,검색광고,7,Basic,9900,체크카드,1,0,1.6,18700,209400,53,0,2.9,0.495,0.879,0
C104563,남,31,서울,검색광고,18,Basic,9900,간편결제,0,34,3.8,66700,4562300,16,1,3.4,0.342,0.679,0
C104564,여,19,경기,지인추천,11,Premium,34900,신용카드,0,23,3.5,41600,1601600,54,3,3.5,0.288,0.575,0
C104565,남,43,서울,검색광고,27,Basic,9900,신용카드,1,3,0.8,42500,918000,47,3,4.3,0.178,0.53,1
C104566,여,26,기타,지인추천,15,Basic,9900,계좌이체,0,21,7.8,5000,585000,10,1,2.9,0.431,0.532,1
C104567,여,24,인천,검색광고,5,Standard,19900,간편결제,1,21,3.0,40400,606000,7,1,,0.411,0.764,0
C104568,여,32,대전,앱스토어,22,Basic,9900,체크카드,1,9,0.9,27400,542500,6,3,3.9,0.223,0.961,0
C104569,남,44,경기,SNS,16,Basic,9900,간편결제,0,23,2.0,28400,908800,37,0,3.2,0.126,0.516,0
C104570,여,41,부산,지인추천,3,Standard,19900,간편결제,1,16,4.4,26100,344500,3,1,3.1,0.687,0.921,0
C104571,여,24,경기,검색광고,3,Basic,9900,신용카드,1,14,2.7,20700,167700,9,1,5.0,0.221,0.62,0
C104572,여,39,경기,SNS,6,Basic,9900,신용카드,0,17,1.3,50900,397000,29,3,5.0,0.319,0.607,0
C104573,남,26,서울,SNS,35,Basic,9900,신용카드,1,0,1.3,26300,1196600,55,2,3.0,0.347,0.833,1
C104574,남,43,경기,검색광고,14,Standard,19900,신용카드,1,23,4.0,34300,1920800,5,1,3.0,0.63,0.94,0
C104575,여,37,대구,검색광고,22,Basic,9900,간편결제,1,12,1.3,46500,1329900,35,2,4.4,,0.39,0
C104576,여,38,인천,SNS,7,Standard,19900,간편결제,0,17,6.4,31000,1388800,13,1,3.6,0.435,0.734,0
C104577,남,19,인천,앱스토어,3,Basic,9900,신용카드,0,13,2.3,37700,260100,18,0,4.4,0.421,0.472,1
C104578,여,32,기타,검색광고,4,Basic,9900,간편결제,1,13,3.9,27200,424300,18,2,3.7,0.29,0.612,0
C104579,남,40,광주,SNS,6,Basic,9900,체크카드,1,18,1.1,15500,102300,2,3,,0.165,0.406,0
C104580,남,50,경기,검색광고,29,Standard,19900,체크카드,1,10,2.8,14900,1209900,72,2,3.2,0.216,0.725,0
C104581,남,34,대전,검색광고,13,Basic,9900,간편결제,1,15,2.3,14800,442500,4,2,,0.406,0.719,1
C104582,여,27,경기,검색광고,13,Premium,34900,간편결제,1,18,5.4,50800,3566200,5,0,3.7,0.143,0.834,0
C104583,여,23,경기,앱스토어,18,Basic,9900,간편결제,1,10,1.2,37200,803500,0,1,5.0,0.074,0.897,0
C104584,여,34,대구,검색광고,10,Basic,9900,간편결제,1,14,1.8,52500,945000,11,1,3.5,0.163,0.653,0
C104585,여,23,광주,SNS,5,Basic,9900,간편결제,0,8,8.4,27100,1138200,16,1,4.2,0.113,0.79,0
C104586,여,45,대구,검색광고,20,Basic,9900,간편결제,0,6,10.8,54500,11772000,2,2,3.2,0.169,0.954,0
C104587,남,34,서울,검색광고,19,Basic,9900,간편결제,1,28,5.2,43500,4297800,6,1,3.6,0.365,0.74,0
C104588,여,48,경기,검색광고,5,Basic,9900,신용카드,0,4,2.5,25600,320000,64,3,2.8,0.299,0.386,1
C104589,남,37,인천,지인추천,4,Basic,9900,신용카드,1,10,1.5,28200,169200,0,0,4.3,0.255,0.667,1
C104590,남,45,서울,검색광고,19,Standard,19900,신용카드,1,10,2.1,32400,1292800,30,0,3.3,0.271,0.425,0
C104591,남,42,경기,SNS,31,Basic,9900,신용카드,1,16,7.1,14800,3257500,21,2,2.0,0.4,0.431,1
C104592,여,36,인천,검색광고,17,Basic,9900,신용카드,0,18,3.7,31700,1993900,12,1,2.2,0.354,0.425,0
C104593,남,33,부산,검색광고,46,Basic,9900,신용카드,1,14,5.3,18600,4534700,17,2,3.5,0.47,0.52,0
C104594,여,29,서울,SNS,7,Basic,9900,체크카드,0,13,2.5,33900,593200,40,1,3.2,0.378,0.655,0
C104595,남,36,경기,앱스토어,11,Basic,9900,계좌이체,1,12,4.7,50400,2605700,22,1,3.6,0.188,0.651,0
C104596,여,53,부산,지인추천,15,Basic,9900,간편결제,0,17,1.5,54400,1224000,37,1,4.5,0.347,0.606,0
C104597,남,30,광주,SNS,10,Premium,34900,간편결제,1,20,4.4,49000,2156000,13,0,5.0,0.593,0.969,1
C104598,남,45,기타,검색광고,16,Basic,9900,간편결제,1,13,1.0,27700,443200,24,1,2.8,0.189,0.871,0
C104599,남,44,부산,검색광고,6,Standard,19900,신용카드,1,9,6.4,48500,1862400,24,0,4.3,0.386,0.646,0
C104600,남,47,인천,SNS,15,Basic,9900,신용카드,1,13,1.4,31200,655200,2,0,4.1,0.464,0.911,0
C104601,여,32,경기,SNS,22,Basic,9900,신용카드,1,6,1.3,22900,654900,13,2,2.9,0.644,0.875,0
C104602,남,33,부산,SNS,7,Standard,19900,간편결제,1,19,1.3,17000,154700,15,0,4.4,0.159,0.429,0
C104603,여,36,부산,검색광고,10,Basic,9900,신용카드,0,13,0.8,55000,440000,58,0,3.6,0.388,0.679,1
C104604,남,27,경기,검색광고,13,Basic,9900,체크카드,1,13,0.9,39400,461000,31,0,2.5,0.173,0.592,0
C104605,남,19,부산,검색광고,7,Standard,19900,신용카드,0,2,1.0,37000,259000,54,1,2.8,0.118,0.506,0
C104606,남,58,대전,SNS,21,Standard,19900,계좌이체,0,13,7.7,15300,2474000,13,1,2.8,0.117,0.433,0
C104607,여,35,대구,지인추천,13,Premium,34900,간편결제,1,20,5.4,38600,2709700,7,0,4.2,0.405,0.73,0
C104608,여,31,인천,제휴몰,16,Premium,34900,계좌이체,0,16,2.5,27300,1092000,11,2,5.0,0.387,0.532,0
C104609,남,42,기타,SNS,9,Standard,19900,신용카드,1,8,5.8,28500,1487700,0,0,4.4,,0.88,0
C104610,남,59,기타,SNS,15,Premium,34900,체크카드,0,17,9.2,54300,7493400,36,1,3.8,0.593,0.732,0
C104611,여,57,서울,검색광고,32,Basic,9900,계좌이체,1,11,2.5,35000,2800000,5,3,3.6,0.602,0.675,0
C104612,남,19,서울,SNS,8,Basic,9900,체크카드,1,24,3.8,49600,1507800,5,1,2.3,0.607,0.584,0
C104613,남,49,인천,앱스토어,3,Standard,19900,간편결제,1,10,0.5,17700,26600,8,1,3.0,,0.939,0
C104614,남,45,부산,지인추천,2,Standard,19900,간편결제,1,9,2.7,15200,82100,29,0,3.7,0.395,0.646,0
C104615,여,44,서울,SNS,13,Standard,19900,간편결제,1,0,1.1,12300,175900,59,2,2.8,0.117,0.571,1
C104616,여,33,기타,앱스토어,36,Basic,9900,체크카드,0,14,1.6,51000,2937600,23,3,2.8,0.428,0.822,0
C104617,여,31,대구,앱스토어,50,Standard,19900,신용카드,0,15,2.1,32800,3444000,89,3,2.5,0.303,0.665,1
C104618,남,40,서울,검색광고,8,Basic,9900,체크카드,0,22,4.0,36400,1164800,48,0,3.7,0.378,0.535,0
C104619,남,32,경기,SNS,9,Basic,9900,간편결제,0,14,0.7,34600,218000,42,2,4.4,0.105,0.473,0
C104620,남,33,인천,검색광고,13,Premium,34900,신용카드,1,16,3.9,24100,1221900,10,1,3.9,0.414,0.614,0
C104621,여,34,대전,검색광고,6,Basic,9900,신용카드,0,0,1.5,15800,142200,70,3,2.6,0.196,0.809,1
C104622,여,26,인천,검색광고,5,Basic,9900,간편결제,1,13,3.0,31200,468000,14,1,2.5,0.393,0.739,0
C104623,여,41,인천,검색광고,33,Basic,9900,신용카드,1,10,7.3,29200,7034300,0,0,4.8,,0.981,0
C104624,여,33,서울,검색광고,13,Standard,19900,신용카드,1,11,2.4,39000,1216800,71,1,2.3,,0.576,0
C104625,여,44,대전,앱스토어,9,Basic,9900,체크카드,0,30,4.4,62200,2463100,9,0,4.8,,0.75,0
C104626,여,27,서울,SNS,10,Standard,19900,간편결제,1,21,1.9,35700,678300,24,0,5.0,0.389,0.571,0
C104627,여,37,기타,SNS,8,Basic,9900,신용카드,1,20,1.7,21700,295100,15,2,3.8,0.133,0.692,0
C104628,남,36,인천,SNS,39,Basic,9900,체크카드,1,34,2.6,30300,3072400,1,1,4.3,0.344,0.695,0
C104629,여,36,부산,검색광고,15,Standard,19900,간편결제,1,23,1.3,43100,840400,17,1,4.7,0.542,0.84,1
C104630,여,35,경기,검색광고,13,Basic,9900,간편결제,0,19,4.1,31100,1657600,40,0,4.8,0.689,0.814,1
C104631,남,22,서울,앱스토어,17,Standard,19900,간편결제,1,5,5.9,38500,3861600,0,0,2.3,0.25,0.645,0
C104632,남,19,부산,앱스토어,27,Premium,34900,체크카드,0,27,4.4,36700,4360000,42,1,3.4,0.355,0.576,0
C104633,여,51,기타,앱스토어,28,Standard,19900,신용카드,1,29,5.6,49500,7761600,42,2,5.0,0.176,0.421,0
C104634,남,46,경기,검색광고,39,Premium,34900,신용카드,1,10,3.4,47100,6245500,11,0,3.3,0.136,0.872,0
C104635,남,44,광주,검색광고,4,Standard,19900,간편결제,1,18,1.3,41400,215300,52,0,2.7,0.3,0.836,1
C104636,남,27,기타,SNS,13,Standard,19900,신용카드,1,14,2.4,37000,1154400,0,1,4.1,0.109,0.695,0
C104637,여,26,경기,검색광고,22,Standard,19900,간편결제,0,4,1.5,24900,821700,54,2,4.8,0.395,0.643,0
C104638,남,40,기타,앱스토어,19,Basic,9900,신용카드,1,15,3.3,28000,1755600,45,0,3.0,0.176,0.552,0
C104639,여,27,기타,검색광고,22,Standard,19900,간편결제,1,17,1.5,22100,729300,16,2,3.7,0.415,0.657,0
C104640,여,32,인천,SNS,16,Standard,19900,간편결제,0,10,2.9,35200,1633300,25,0,3.6,0.802,0.61,0
C104641,여,49,경기,제휴몰,8,Standard,19900,체크카드,0,21,1.1,35700,314200,56,1,2.4,0.307,0.805,1
C104642,여,44,서울,지인추천,9,Standard,19900,신용카드,0,13,1.1,18000,178200,24,0,4.9,0.324,0.643,1
C104643,남,37,경기,SNS,5,Basic,9900,간편결제,0,20,4.8,40900,981600,58,2,5.0,0.095,0.803,0
C104644,여,59,경기,지인추천,3,Basic,9900,간편결제,1,11,2.4,43700,314600,25,3,2.6,0.345,0.732,0
C104645,여,45,기타,SNS,10,Standard,19900,신용카드,1,15,1.5,74300,1114500,14,0,3.7,0.321,0.652,0
C104646,남,22,경기,SNS,14,Standard,19900,간편결제,1,22,2.3,32100,1033600,8,0,3.7,0.218,0.676,0
C104647,여,36,기타,지인추천,7,Premium,34900,신용카드,1,29,5.9,32100,1325700,80,2,3.2,0.106,0.388,1
C104648,여,37,기타,SNS,5,Basic,9900,체크카드,1,27,6.7,39200,1313200,0,3,3.5,0.184,0.817,0
C104649,여,54,대구,제휴몰,21,Basic,9900,체크카드,1,16,0.7,32200,473300,1,1,2.6,0.125,0.808,0
C104650,남,25,서울,검색광고,21,Premium,34900,체크카드,1,8,9.8,53100,10928000,10,2,3.5,0.405,0.853,0
C104651,여,33,서울,SNS,2,Premium,34900,간편결제,0,17,4.3,45800,393900,7,2,5.0,0.148,0.845,0
C104652,여,37,서울,제휴몰,28,Basic,9900,간편결제,1,10,1.5,40500,1701000,61,5,1.4,0.146,0.707,1
C104653,여,75,부산,SNS,9,Standard,19900,신용카드,0,10,3.1,36500,1018400,13,1,3.8,0.193,0.866,0
C104654,남,42,경기,SNS,29,Premium,34900,간편결제,1,19,2.7,24900,1949700,11,2,3.9,0.294,0.689,0
C104655,남,36,경기,SNS,31,Basic,9900,신용카드,1,3,1.2,25800,959800,62,2,,0.262,0.917,1
C104656,남,33,경기,지인추천,33,Basic,9900,체크카드,1,9,0.9,27800,825700,0,2,3.7,0.346,0.844,0
C104657,남,49,기타,앱스토어,20,Standard,19900,간편결제,1,9,1.1,30000,660000,32,0,2.6,0.018,0.307,1
C104658,여,63,경기,SNS,9,Standard,19900,간편결제,1,22,2.3,32100,664500,9,2,1.6,0.067,0.889,1
C104659,여,37,서울,앱스토어,8,Standard,19900,신용카드,0,9,3.6,52800,1520600,19,0,4.0,0.313,0.751,0
C104660,여,50,서울,SNS,8,Standard,19900,신용카드,1,26,1.6,37300,477400,13,3,2.3,0.532,0.944,1
C104661,여,33,인천,지인추천,22,Standard,19900,신용카드,1,18,2.4,17200,908200,7,1,3.1,0.207,0.727,0
C104662,남,49,경기,검색광고,5,Premium,34900,신용카드,1,24,6.3,42300,1332400,0,0,3.7,0.486,0.795,1
C104663,남,25,광주,검색광고,20,Standard,19900,신용카드,0,10,1.3,33900,881400,30,0,3.2,0.225,0.68,0
C104664,여,28,서울,지인추천,2,Standard,19900,간편결제,0,7,1.6,13800,44200,13,1,2.7,0.411,0.326,0
C104665,남,46,경기,SNS,11,Basic,9900,신용카드,1,12,5.8,37600,2398900,72,5,1.0,,0.687,1
C104666,남,49,부산,SNS,5,Basic,9900,신용카드,0,6,2.1,18500,194200,20,1,3.8,,0.777,0
C104667,여,43,서울,앱스토어,12,Basic,9900,간편결제,0,6,2.1,36200,912200,19,0,5.0,0.317,0.663,0
C104668,남,36,경기,앱스토어,10,Basic,9900,신용카드,1,13,4.7,42600,2002200,1,2,,,0.471,0
C104669,남,41,서울,검색광고,20,Basic,9900,계좌이체,1,8,2.9,54400,3155200,0,0,3.9,0.284,0.535,0
C104670,남,38,부산,검색광고,18,Standard,19900,간편결제,0,14,1.9,41200,1409000,26,1,1.9,0.2,0.532,0
C104671,남,36,기타,앱스토어,14,Basic,9900,신용카드,1,25,1.7,39600,942500,8,1,4.1,0.177,0.655,0
C104672,여,33,기타,지인추천,20,Standard,19900,간편결제,0,18,1.5,21100,633000,66,2,3.4,0.747,,0
C104673,여,53,인천,SNS,18,Basic,9900,신용카드,1,16,0.9,47200,764600,9,0,3.7,0.578,0.402,1
C104674,남,44,기타,지인추천,25,Basic,9900,신용카드,1,20,1.8,62600,2817000,42,1,4.0,0.151,0.897,0
C104675,남,48,부산,앱스토어,3,Standard,19900,간편결제,1,10,2.1,8500,53600,1,1,3.9,,0.602,1
C104676,여,38,부산,검색광고,26,Basic,9900,신용카드,1,16,3.9,19700,1997600,13,0,4.1,0.208,0.774,0
C104677,남,52,인천,지인추천,13,Standard,19900,신용카드,1,17,3.0,26700,1041300,13,0,3.4,0.125,0.502,0
C104678,여,59,인천,검색광고,5,Premium,34900,간편결제,1,14,4.7,24700,580400,11,1,3.0,0.438,0.803,0
C104679,남,41,서울,SNS,11,Basic,9900,체크카드,1,25,3.2,44400,1562900,14,0,4.5,0.486,0.63,0
C104680,여,34,광주,검색광고,9,Premium,34900,신용카드,1,32,4.0,53900,1940400,20,0,4.3,0.083,0.719,1
C104681,남,40,서울,앱스토어,17,Standard,19900,신용카드,1,2,1.0,25200,428400,55,0,4.0,0.097,0.645,0
C104682,여,35,기타,앱스토어,15,Standard,19900,간편결제,0,7,1.8,13700,369900,35,0,3.0,0.137,0.928,0
C104683,여,44,인천,SNS,28,Basic,9900,체크카드,1,20,5.6,38100,5974100,19,1,2.6,0.547,0.755,1
C104684,남,47,대구,검색광고,1,Basic,9900,체크카드,1,19,1.7,41600,70700,12,0,3.4,0.386,0.586,1
C104685,남,31,대전,앱스토어,5,Basic,9900,신용카드,1,16,1.9,41100,390400,0,0,4.3,0.985,0.956,0
C104686,남,36,광주,SNS,19,Basic,9900,간편결제,1,25,4.0,47300,3594800,12,0,3.1,0.147,0.875,0
C104687,여,30,부산,지인추천,24,Standard,19900,간편결제,0,12,1.8,36300,1568200,37,0,4.0,0.295,0.479,0
C104688,여,39,서울,검색광고,8,Standard,19900,체크카드,1,20,4.7,39000,1466400,28,0,2.9,0.424,0.632,0
C104689,남,41,부산,앱스토어,6,Basic,9900,신용카드,1,16,3.8,33000,752400,49,0,4.3,0.167,0.9,0
C104690,남,38,경기,검색광고,13,Basic,9900,체크카드,1,25,8.5,34300,3790200,0,2,4.6,0.5,0.713,0
C104691,남,38,경기,검색광고,22,Premium,34900,간편결제,1,21,5.6,32500,4004000,41,3,3.4,0.115,0.673,0
C104692,여,40,서울,검색광고,5,Basic,9900,간편결제,0,17,2.5,36200,452500,20,1,,0.288,0.683,1
C104693,남,30,인천,지인추천,14,Standard,19900,간편결제,1,20,4.3,49100,2955800,38,0,5.0,0.098,0.893,0
C104694,남,30,경기,제휴몰,34,Standard,19900,간편결제,1,26,5.3,23900,4306800,0,1,3.2,0.385,0.811,0
C104695,남,30,기타,제휴몰,9,Premium,34900,신용카드,1,17,4.3,64100,2480700,7,1,3.8,0.461,0.709,0
C104696,남,46,경기,앱스토어,6,Standard,19900,체크카드,1,9,4.2,43500,1096200,0,0,4.0,0.154,0.941,0
C104697,남,22,대구,SNS,15,Basic,9900,신용카드,1,14,2.5,49300,1848800,48,0,3.4,0.433,0.74,1
C104698,남,30,서울,검색광고,20,Basic,9900,체크카드,1,22,1.1,25100,552200,2,1,3.9,0.302,0.748,0
C104699,여,36,서울,검색광고,25,Standard,19900,체크카드,0,7,0.6,31000,465000,17,1,4.3,0.093,0.774,0
C104700,남,28,대전,제휴몰,18,Premium,34900,체크카드,1,15,2.8,18100,912200,13,0,4.7,0.651,0.48,0
C104701,여,40,기타,SNS,12,Basic,9900,신용카드,1,3,2.0,24800,595200,79,1,3.4,0.158,0.929,0
C104702,여,41,기타,제휴몰,20,Standard,19900,간편결제,0,13,5.2,31200,3244800,25,1,,0.274,0.715,0
C104703,남,31,기타,검색광고,12,Standard,19900,신용카드,1,19,3.5,19500,819000,27,1,3.0,0.225,0.489,0
C104704,남,46,기타,지인추천,2,Standard,19900,체크카드,1,15,3.2,32000,204800,2,0,2.8,0.472,0.977,0
C104705,여,48,경기,지인추천,11,Premium,34900,신용카드,0,27,5.1,45100,2530100,35,0,3.3,0.208,0.8,1
C104706,남,35,기타,검색광고,5,Basic,9900,간편결제,1,5,2.9,24500,355200,0,0,2.5,0.146,0.843,0
C104707,여,50,경기,SNS,16,Basic,9900,신용카드,1,19,3.2,25300,1295400,10,2,3.4,0.227,0.814,0
C104708,남,37,서울,검색광고,6,Basic,9900,신용카드,1,6,5.1,14900,455900,0,1,5.0,0.469,0.521,0
C104709,남,45,서울,검색광고,20,Basic,9900,간편결제,0,25,2.5,49700,2485000,48,0,2.8,0.491,0.965,1
C104710,남,25,서울,지인추천,2,Standard,19900,간편결제,1,4,2.2,27600,121400,39,2,2.5,0.281,0.71,1
C104711,남,34,경기,SNS,2,Premium,34900,신용카드,0,4,6.9,24500,338100,50,0,4.5,0.104,0.454,0
C104712,여,33,광주,앱스토어,21,Premium,34900,신용카드,0,20,5.2,50200,5481800,52,1,4.2,0.274,0.618,0
C104713,여,58,인천,SNS,10,Standard,19900,간편결제,1,17,1.3,44500,578500,8,1,1.6,0.486,0.396,0
C104714,남,60,기타,검색광고,5,Basic,9900,체크카드,0,14,4.9,43700,1070700,5,1,3.5,0.376,0.546,1
C104715,여,23,기타,제휴몰,17,Basic,9900,신용카드,1,10,3.8,36300,2345000,2,2,3.2,0.206,0.97,0
C104716,여,44,대구,SNS,3,Basic,9900,신용카드,1,17,1.8,34200,184700,0,1,3.3,0.211,0.872,0
C104717,여,43,기타,제휴몰,2,Basic,9900,계좌이체,1,15,2.6,21400,111300,9,0,4.2,0.463,0.369,0
C104718,남,30,경기,검색광고,8,Basic,9900,간편결제,1,19,6.7,52900,2835400,0,2,4.4,0.331,0.592,0
C104719,여,38,경기,SNS,11,Basic,9900,신용카드,1,6,3.8,32700,1366900,3,1,4.6,0.501,0.923,0
C104720,남,41,경기,SNS,10,Basic,9900,간편결제,1,18,1.4,25500,357000,0,2,3.6,0.095,0.729,1
C104721,남,30,경기,앱스토어,20,Standard,19900,간편결제,0,16,2.0,24300,972000,83,3,4.7,0.501,0.478,1
C104722,남,32,경기,SNS,13,Premium,34900,체크카드,0,18,5.6,48000,3494400,27,1,2.1,0.154,0.738,0
C104723,남,45,서울,검색광고,6,Standard,19900,간편결제,1,3,1.6,30100,289000,38,2,2.9,0.327,0.404,0
C104724,여,45,대구,검색광고,4,Standard,19900,간편결제,1,9,1.3,52200,271400,94,2,4.8,0.056,0.705,1
C104725,남,39,기타,지인추천,11,Standard,19900,신용카드,1,14,4.1,16700,753200,10,0,3.8,0.304,0.948,0
C104726,남,43,기타,검색광고,12,Standard,19900,간편결제,0,7,3.3,27500,1089000,12,0,2.1,0.05,0.376,1
C104727,여,30,경기,지인추천,28,Basic,9900,신용카드,0,17,2.1,17600,1034900,34,0,3.8,0.494,0.67,0
C104728,남,35,서울,검색광고,30,Basic,9900,신용카드,1,7,2.0,36900,2214000,0,4,,0.438,0.848,0
C104729,여,41,서울,지인추천,16,Standard,19900,간편결제,1,11,2.2,29600,1041900,2,0,4.5,0.062,0.911,0
C104730,여,39,경기,앱스토어,24,Standard,19900,간편결제,1,17,2.9,40400,2811800,81,1,3.6,0.173,0.57,0
C104731,여,42,서울,지인추천,8,Basic,9900,체크카드,1,10,7.8,50000,3120000,34,0,4.0,0.186,0.835,0
C104732,여,34,대전,검색광고,5,Premium,34900,계좌이체,1,25,4.7,73000,1715500,0,1,3.5,0.307,0.7,0
