고객ID,Recency,Frequency,Monetary,R점수,F점수,M점수,RFM합계,군집,이탈여부,세그먼트
C104868,57,75.9,5085300,1,5,5,11,3,0,성장 잠재고객
C104869,0,82.8,3535600,5,5,5,15,3,0,성장 잠재고객
C104870,36,61.2,1970600,2,4,4,10,2,0,일반 유지고객
C104871,5,6.1,173800,4,1,1,6,0,0,휴면/이탈위험
C104872,50,145.5,3201000,1,5,5,11,3,0,성장 잠재고객
C104873,7,74.8,2558200,4,4,4,12,3,0,성장 잠재고객
C104874,22,44.0,2085600,2,3,4,9,0,0,휴면/이탈위험
C104875,42,4.4,82700,1,1,1,3,2,0,일반 유지고객
C104876,6,70.2,3137900,4,4,5,13,3,0,성장 잠재고객
C104877,19,27.6,1007400,3,3,3,9,0,0,휴면/이탈위험
C104878,12,105.3,3411700,3,5,5,13,3,0,성장 잠재고객
C104879,39,110.0,4235000,1,5,5,11,3,0,성장 잠재고객
C104880,44,37.4,519900,1,3,2,6,2,0,일반 유지고객
C104881,23,14.7,599800,2,2,2,6,0,0,휴면/이탈위험
C104882,5,12.6,420800,4,1,2,7,0,0,휴면/이탈위험
C104883,0,21.0,567000,5,2,2,9,0,0,휴면/이탈위험
C104884,47,11.2,551000,1,1,2,4,2,0,일반 유지고객
C104885,29,31.5,992200,2,3,3,8,0,0,휴면/이탈위험
C104886,0,115.5,1178100,5,5,3,13,3,0,성장 잠재고객
C104887,22,110.4,2517100,2,5,4,11,3,0,성장 잠재고객
C104888,32,91.2,2909300,2,5,5,12,3,0,성장 잠재고객
C104889,54,61.2,1952300,1,4,4,9,2,1,일반 유지고객
C104890,10,73.5,3682400,4,4,5,13,3,0,성장 잠재고객
C104891,43,12.4,305000,1,1,1,3,2,0,일반 유지고객
C104892,41,13.8,581000,1,1,2,4,2,1,일반 유지고객
C104893,16,31.0,1478700,3,3,4,10,0,0,휴면/이탈위험
C104894,18,13.2,728600,3,1,2,6,0,0,휴면/이탈위험
C104895,9,21.0,1014300,4,2,3,9,0,0,휴면/이탈위험
C104896,16,19.0,558600,3,2,2,7,0,0,휴면/이탈위험
C104897,75,14.4,534200,1,1,2,4,2,1,일반 유지고객
C104898,33,14.0,413000,2,1,2,5,0,0,휴면/이탈위험
C104899,0,10.0,372000,5,1,1,7,0,0,휴면/이탈위험
C104900,18,24.0,936000,3,2,3,8,0,0,휴면/이탈위험
C104901,0,64.0,3340800,5,4,5,14,3,0,성장 잠재고객
C104902,0,13.0,331500,5,1,1,7,0,0,휴면/이탈위험
C104903,0,27.6,1046000,5,3,3,11,0,0,휴면/이탈위험
C104904,13,26.4,961000,3,2,3,8,0,0,휴면/이탈위험
C104905,17,99.0,5118300,3,5,5,13,3,0,성장 잠재고객
C104906,0,13.8,498200,5,1,2,8,0,0,휴면/이탈위험
C104907,4,15.0,75000,4,2,1,7,0,1,휴면/이탈위험
C104908,25,77.7,2649600,2,5,5,12,3,0,성장 잠재고객
C104909,8,17.4,725600,4,2,2,8,0,0,휴면/이탈위험
C104910,30,37.8,1564900,2,3,4,9,0,0,휴면/이탈위험
C104911,8,17.6,637100,4,2,2,8,0,0,휴면/이탈위험
C104912,40,2.2,65100,1,1,1,3,2,1,일반 유지고객
C104913,0,84.1,3271500,5,5,5,15,3,0,성장 잠재고객
C104914,14,9.0,312300,3,1,1,5,0,0,휴면/이탈위험
C104915,30,76.5,1652400,2,5,4,11,3,0,성장 잠재고객
C104916,1,52.7,2271400,5,4,4,13,0,0,휴면/이탈위험
C104917,20,28.8,1097300,3,3,3,9,0,0,휴면/이탈위험
C104918,15,44.0,1223200,3,3,3,9,0,0,휴면/이탈위험
C104919,43,81.6,3378200,1,5,5,11,3,0,성장 잠재고객
C104920,0,103.5,2401200,5,5,4,14,3,0,성장 잠재고객
C104921,37,110.4,4526400,2,5,5,12,3,0,성장 잠재고객
C104922,1,75.0,2505000,5,5,4,14,3,0,성장 잠재고객
C104923,0,86.0,5271800,5,5,5,15,3,0,성장 잠재고객
C104924,0,39.6,1734500,5,3,4,12,0,0,휴면/이탈위험
C104925,9,48.1,1765300,4,4,4,12,0,0,휴면/이탈위험
C104926,0,17.5,659800,5,2,2,9,0,0,휴면/이탈위험
C104927,81,51.0,1698300,1,4,4,9,2,0,일반 유지고객
C104928,25,12.1,87100,2,1,1,4,0,0,휴면/이탈위험
C104929,73,43.5,1091800,1,3,3,7,2,1,일반 유지고객
C104930,2,67.2,1740500,4,4,4,12,3,0,성장 잠재고객
C104931,60,14.0,477400,1,1,2,4,2,1,일반 유지고객
C104932,69,4.2,108400,1,1,1,3,2,1,일반 유지고객
C104933,16,46.4,965100,3,4,3,10,0,0,휴면/이탈위험
C104934,14,81.0,1255500,3,5,3,11,3,0,성장 잠재고객
C104935,11,163.2,5140800,4,5,5,14,1,0,VIP 충성고객
C104936,9,71.4,1692200,4,4,4,12,3,0,성장 잠재고객
C104937,0,64.6,2364400,5,4,4,13,3,0,성장 잠재고객
C104938,50,11.2,276600,1,1,1,3,2,0,일반 유지고객
C104939,27,84.7,1677100,2,5,4,11,3,0,성장 잠재고객
C104940,0,31.2,1151300,5,3,3,11,0,0,휴면/이탈위험
C104941,76,15.5,756400,1,2,2,5,2,1,일반 유지고객
C104942,19,20.4,913900,3,2,3,8,0,0,휴면/이탈위험
C104943,9,4.9,202400,4,1,1,6,0,0,휴면/이탈위험
C104944,30,4.2,134800,2,1,1,4,0,0,휴면/이탈위험
C104945,0,121.6,5776000,5,5,5,15,3,0,성장 잠재고객
C104946,0,105.0,2110500,5,5,4,14,3,0,성장 잠재고객
C104947,34,95.0,3847500,2,5,5,12,3,0,성장 잠재고객
C104948,13,57.0,2171700,3,4,4,11,3,0,성장 잠재고객
C104949,69,47.6,861600,1,4,3,8,2,0,일반 유지고객
C104950,5,43.4,1206500,4,3,3,10,0,0,휴면/이탈위험
C104951,11,49.4,523600,4,4,2,10,0,0,휴면/이탈위험
C104952,11,60.0,1986000,4,4,4,12,0,0,휴면/이탈위험
C104953,24,12.6,240700,2,1,1,4,0,0,휴면/이탈위험
C104954,51,5.4,175500,1,1,1,3,2,1,일반 유지고객
C104955,55,14.0,287000,1,1,1,3,2,0,일반 유지고객
C104956,13,17.6,733900,3,2,2,7,0,0,휴면/이탈위험
C104957,0,80.5,2841600,5,5,5,15,3,0,성장 잠재고객
C104958,35,2.5,55000,2,1,1,4,0,1,휴면/이탈위험
C104959,7,11.4,419500,4,1,2,7,0,0,휴면/이탈위험
C104960,61,2.4,72200,1,1,1,3,2,1,일반 유지고객
C104961,32,117.6,5233200,2,5,5,12,3,0,성장 잠재고객
C104962,6,86.4,3119000,4,5,5,14,3,0,성장 잠재고객
C104963,4,23.1,780800,4,2,2,8,0,0,휴면/이탈위험
C104964,0,41.8,2044000,5,3,4,12,0,0,휴면/이탈위험
C104965,25,156.8,7981100,2,5,5,12,1,1,VIP 충성고객
C104966,26,2.4,78500,2,1,1,4,0,1,휴면/이탈위험
C104967,20,43.2,1702100,3,3,4,10,0,0,휴면/이탈위험
C104968,35,85.5,2325600,2,5,4,11,3,0,성장 잠재고객
C104969,55,30.4,1365000,1,3,3,7,2,0,일반 유지고객
C104970,25,14.7,222000,2,2,1,5,0,0,휴면/이탈위험
C104971,18,18.2,753500,3,2,2,7,0,0,휴면/이탈위험
C104972,48,23.0,844100,1,2,3,6,2,0,일반 유지고객
C104973,0,79.2,1940400,5,5,4,14,3,0,성장 잠재고객
C104974,14,29.4,1031900,3,3,3,9,0,0,휴면/이탈위험
C104975,5,27.0,656100,4,2,2,8,0,0,휴면/이탈위험
C104976,3,163.8,4062200,4,5,5,14,3,0,성장 잠재고객
C104977,24,26.6,236700,2,2,1,5,0,0,휴면/이탈위험
C104978,0,27.6,874900,5,3,3,11,0,0,휴면/이탈위험
C104979,45,34.0,652800,1,3,2,6,2,0,일반 유지고객
C104980,40,76.0,1147600,1,5,3,9,2,0,일반 유지고객
C104981,0,42.3,909400,5,3,3,11,0,0,휴면/이탈위험
C104982,41,56.0,1075200,1,4,3,8,2,0,일반 유지고객
C104983,15,131.2,4277100,3,5,5,13,3,0,성장 잠재고객
C104984,45,21.0,1081500,1,2,3,6,2,0,일반 유지고객
C104985,24,48.6,3377700,2,4,5,11,3,0,성장 잠재고객
C104986,57,11.4,199500,1,1,1,3,2,1,일반 유지고객
C104987,44,12.8,414700,1,1,2,4,2,0,일반 유지고객
C104988,10,27.9,683600,4,3,2,9,0,1,휴면/이탈위험
C104989,13,217.6,8617000,3,5,5,13,1,0,VIP 충성고객
C104990,26,20.0,426000,2,2,2,6,0,1,휴면/이탈위험
C104991,26,56.0,3147200,2,4,5,11,3,0,성장 잠재고객
C104992,46,22.1,596700,1,2,2,5,2,0,일반 유지고객
C104993,0,52.0,1492400,5,4,4,13,0,0,휴면/이탈위험
C104994,24,27.2,786100,2,3,2,7,0,0,휴면/이탈위험
C104995,65,91.2,3265000,1,5,5,11,2,0,일반 유지고객
C104996,5,117.0,2925000,4,5,5,14,3,0,성장 잠재고객
C104997,0,42.0,2112600,5,3,4,12,0,0,휴면/이탈위험
C104998,61,72.0,2764800,1,4,5,10,2,1,일반 유지고객
C104999,36,125.4,2946900,2,5,5,12,3,1,성장 잠재고객
C105000,5,12.0,517200,4,1,2,7,0,1,휴면/이탈위험
C105001,18,54.0,2462400,3,4,4,11,3,0,성장 잠재고객
C105002,6,51.3,2262300,4,4,4,12,0,0,휴면/이탈위험
C105003,1,12.0,189600,5,1,1,7,0,0,휴면/이탈위험
C105004,0,44.2,2510600,5,4,4,13,0,0,휴면/이탈위험
C105005,31,33.6,1219700,2,3,3,8,0,0,휴면/이탈위험
C105006,23,49.6,1641800,2,4,4,10,0,0,휴면/이탈위험
C105007,43,48.1,1159200,1,4,3,8,2,0,일반 유지고객
C105008,54,80.5,2028600,1,5,4,10,2,0,일반 유지고객
C105009,19,5.1,183600,3,1,1,5,0,0,휴면/이탈위험
C105010,26,13.6,418900,2,1,2,5,0,0,휴면/이탈위험
C105011,0,36.8,1365300,5,3,3,11,0,0,휴면/이탈위험
C105012,31,40.8,1734000,2,3,4,9,0,0,휴면/이탈위험
C105013,13,177.5,2360800,3,5,4,12,3,0,성장 잠재고객
C105014,1,70.3,632700,5,4,2,11,0,0,휴면/이탈위험
C105015,11,15.0,492000,4,2,2,8,0,1,휴면/이탈위험
C105016,24,13.2,551800,2,1,2,5,0,1,휴면/이탈위험
C105017,31,13.5,668200,2,1,2,5,0,0,휴면/이탈위험
C105018,33,44.0,1650000,2,3,4,9,0,0,휴면/이탈위험
C105019,41,24.2,805900,1,2,2,5,2,1,일반 유지고객
C105020,180,85.5,2932600,1,5,5,11,2,0,일반 유지고객
C105021,75,56.1,1172500,1,4,3,8,2,1,일반 유지고객
C105022,10,18.7,564700,4,2,2,8,0,0,휴면/이탈위험
C105023,0,62.7,3241600,5,4,5,14,3,0,성장 잠재고객
C105024,5,29.0,939600,4,3,3,10,0,0,휴면/이탈위험
C105025,21,37.7,1606000,3,3,4,10,0,0,휴면/이탈위험
C105026,0,48.4,2608800,5,4,5,14,3,0,성장 잠재고객
C105027,56,33.0,1320000,1,3,3,7,2,0,일반 유지고객
C105028,20,6.6,160400,3,1,1,5,0,0,휴면/이탈위험
C105029,8,22.4,257600,4,2,1,7,0,1,휴면/이탈위험
C105030,21,19.5,1039400,3,2,3,8,0,0,휴면/이탈위험
C105031,28,6.8,163200,2,1,1,4,0,0,휴면/이탈위험
C105032,45,95.0,3809500,1,5,5,11,3,0,성장 잠재고객
C105033,22,101.5,7267400,2,5,5,12,1,0,VIP 충성고객
C105034,8,72.0,2844000,4,4,5,13,3,0,성장 잠재고객
C105035,15,1.8,55300,3,1,1,5,0,1,휴면/이탈위험
C105036,62,83.7,2092500,1,5,4,10,2,1,일반 유지고객
C105037,13,22.8,871000,3,2,3,8,0,0,휴면/이탈위험
C105038,5,61.2,2050200,4,4,4,12,3,0,성장 잠재고객
C105039,0,40.5,741200,5,3,2,10,0,0,휴면/이탈위험
C105040,18,16.5,504900,3,2,2,7,0,0,휴면/이탈위험
C105041,8,64.8,1950500,4,4,4,12,3,0,성장 잠재고객
C105042,32,24.0,547200,2,2,2,6,0,0,휴면/이탈위험
C105043,16,96.0,3590400,3,5,5,13,3,0,성장 잠재고객
C105044,10,245.1,4681400,4,5,5,14,1,0,VIP 충성고객
C105045,10,17.0,263500,4,2,1,7,0,0,휴면/이탈위험
C105046,17,2.7,113400,3,1,1,5,0,0,휴면/이탈위험
C105047,4,26.0,1029600,4,2,3,9,0,0,휴면/이탈위험
C105048,0,32.9,1095600,5,3,3,11,0,0,휴면/이탈위험
C105049,41,2.4,33400,1,1,1,3,2,1,일반 유지고객
C105050,8,10.8,391000,4,1,1,6,0,0,휴면/이탈위험
C105051,36,20.0,616000,2,2,2,6,2,0,일반 유지고객
C105052,0,20.8,455500,5,2,2,9,0,0,휴면/이탈위험
C105053,38,28.8,1088600,2,3,3,8,2,0,일반 유지고객
C105054,56,94.5,1871100,1,5,4,10,2,0,일반 유지고객
C105055,67,53.2,1925800,1,4,4,9,2,1,일반 유지고객
C105056,8,30.8,1697100,4,3,4,11,0,0,휴면/이탈위험
C105057,70,11.5,489900,1,1,2,4,2,1,일반 유지고객
C105058,19,35.2,1379800,3,3,3,9,0,0,휴면/이탈위험
C105059,38,13.2,323400,2,1,1,4,2,0,일반 유지고객
C105060,42,54.6,884500,1,4,3,8,2,0,일반 유지고객
C105061,47,37.8,835400,1,3,3,7,2,0,일반 유지고객
C105062,10,33.6,1505300,4,3,4,11,0,0,휴면/이탈위험
C105063,0,290.5,11155200,5,5,5,15,1,0,VIP 충성고객
C105064,30,111.6,3928300,2,5,5,12,3,0,성장 잠재고객
C105065,5,294.0,12348000,4,5,5,14,1,0,VIP 충성고객
C105066,49,14.0,730800,1,1,2,4,2,0,일반 유지고객
C105067,28,14.4,328300,2,1,1,4,0,0,휴면/이탈위험
C105068,15,22.0,1166000,3,2,3,8,0,0,휴면/이탈위험
C105069,0,10.4,219400,5,1,1,7,0,0,휴면/이탈위험
C105070,29,5.6,118200,2,1,1,4,0,1,휴면/이탈위험
C105071,10,22.4,642900,4,2,2,8,0,0,휴면/이탈위험
C105072,71,16.0,547200,1,2,2,5,2,1,일반 유지고객
C105073,0,52.2,1910500,5,4,4,13,0,0,휴면/이탈위험
C105074,19,35.2,1988800,3,3,4,10,0,0,휴면/이탈위험
C105075,50,6.0,217800,1,1,1,3,2,1,일반 유지고객
C105076,37,4.4,205000,2,1,1,4,2,0,일반 유지고객
C105077,0,112.2,5105100,5,5,5,15,3,0,성장 잠재고객
C105078,46,23.8,1240000,1,2,3,6,2,1,일반 유지고객
C105079,31,12.4,453800,2,1,2,5,0,0,휴면/이탈위험
C105080,35,107.8,4182600,2,5,5,12,3,0,성장 잠재고객
C105081,30,10.2,98900,2,1,1,4,0,0,휴면/이탈위험
C105082,34,37.4,1099600,2,3,3,8,0,0,휴면/이탈위험
C105083,5,8.1,364500,4,1,1,6,0,0,휴면/이탈위험
C105084,0,34.4,1603000,5,3,4,12,0,0,휴면/이탈위험
C105085,18,55.1,1686100,3,4,4,11,0,0,휴면/이탈위험
C105086,0,28.4,826400,5,3,3,11,0,0,휴면/이탈위험
C105087,43,9.1,423200,1,1,2,4,2,1,일반 유지고객
C105088,23,3.0,153000,2,1,1,4,0,1,휴면/이탈위험
C105089,54,3.6,171700,1,1,1,3,2,0,일반 유지고객
C105090,59,43.2,518400,1,3,2,6,2,1,일반 유지고객
C105091,15,43.5,1257200,3,3,3,9,0,0,휴면/이탈위험
C105092,0,92.4,4666200,5,5,5,15,3,0,성장 잠재고객
C105093,22,37.8,1160500,2,3,3,8,0,0,휴면/이탈위험
C105094,9,37.4,1499700,4,3,4,11,0,0,휴면/이탈위험
C105095,7,54.6,3385200,4,4,5,13,3,0,성장 잠재고객
C105096,27,0.6,12200,2,1,1,4,0,1,휴면/이탈위험
C105097,23,116.6,8278600,2,5,5,12,1,0,VIP 충성고객
C105098,86,68.2,2189200,1,4,4,9,2,1,일반 유지고객
C105099,29,25.8,864300,2,2,3,7,0,0,휴면/이탈위험
C105100,11,4.5,108400,4,1,1,6,0,0,휴면/이탈위험
C105101,3,11.6,295800,4,1,1,6,0,0,휴면/이탈위험
C105102,2,15.5,77500,4,2,1,7,0,0,휴면/이탈위험
C105103,13,10.0,50000,3,1,1,5,0,0,휴면/이탈위험
C105104,13,12.6,579600,3,1,2,6,0,0,휴면/이탈위험
C105105,0,17.2,806700,5,2,2,9,0,0,휴면/이탈위험
C105106,43,28.5,761000,1,3,2,6,2,0,일반 유지고객
C105107,27,4.8,199200,2,1,1,4,0,1,휴면/이탈위험
C105108,31,57.6,1860500,2,4,4,10,0,0,휴면/이탈위험
C105109,20,29.6,896900,3,3,3,9,0,0,휴면/이탈위험
C105110,0,67.2,1827800,5,4,4,13,3,0,성장 잠재고객
C105111,6,34.8,240100,4,3,1,8,0,0,휴면/이탈위험
C105112,0,30.8,850100,5,3,3,11,0,0,휴면/이탈위험
C105113,53,4.6,315100,1,1,1,3,2,0,일반 유지고객
C105114,22,25.2,972700,2,2,3,7,0,0,휴면/이탈위험
C105115,17,8.0,375200,3,1,1,5,0,0,휴면/이탈위험
C105116,10,48.6,1521200,4,4,4,12,0,0,휴면/이탈위험
C105117,15,37.0,2701000,3,3,5,11,0,0,휴면/이탈위험
C105118,28,22.8,937100,2,2,3,7,0,0,휴면/이탈위험
C105119,8,15.6,714500,4,2,2,8,0,0,휴면/이탈위험
C105120,19,32.5,991200,3,3,3,9,0,0,휴면/이탈위험
C105121,63,33.6,897100,1,3,3,7,2,0,일반 유지고객
C105122,1,5.6,226200,5,1,1,7,0,0,휴면/이탈위험
C105123,70,126.0,5506200,1,5,5,11,3,0,성장 잠재고객
C105124,89,42.5,1589500,1,3,4,8,2,1,일반 유지고객
C105125,7,110.0,2068000,4,5,4,13,3,0,성장 잠재고객
C105126,25,60.8,1824000,2,4,4,10,0,0,휴면/이탈위험
C105127,13,28.2,487900,3,3,2,8,0,0,휴면/이탈위험
C105128,27,117.8,4912300,2,5,5,12,3,1,성장 잠재고객
C105129,0,43.4,802900,5,3,2,10,0,0,휴면/이탈위험
C105130,35,105.4,4036800,2,5,5,12,3,0,성장 잠재고객
C105131,49,4.5,200700,1,1,1,3,2,1,일반 유지고객
C105132,41,13.2,522700,1,1,2,4,2,0,일반 유지고객
C105133,2,37.7,1002800,4,3,3,10,0,0,휴면/이탈위험
C105134,9,33.0,914100,4,3,3,10,0,0,휴면/이탈위험
C105135,93,14.4,521300,1,1,2,4,2,1,일반 유지고객
C105136,2,9.0,172800,4,1,1,6,0,1,휴면/이탈위험
C105137,84,10.8,316400,1,1,1,3,2,0,일반 유지고객
C105138,6,114.0,6053400,4,5,5,14,3,0,성장 잠재고객
C105139,5,40.8,481400,4,3,2,9,0,0,휴면/이탈위험
C105140,14,27.3,1479700,3,3,4,10,0,0,휴면/이탈위험
C105141,2,31.9,673100,4,3,2,9,0,0,휴면/이탈위험
C105142,0,34.2,1501400,5,3,4,12,0,0,휴면/이탈위험
C105143,1,18.0,664200,5,2,2,9,0,0,휴면/이탈위험
C105144,0,31.2,1110700,5,3,3,11,0,0,휴면/이탈위험
C105145,1,50.0,1990000,5,4,4,13,0,0,휴면/이탈위험
C105146,52,118.8,4027300,1,5,5,11,3,0,성장 잠재고객
C105147,37,49.0,2381400,2,4,4,10,2,1,일반 유지고객
C105148,5,92.7,3420600,4,5,5,14,3,1,성장 잠재고객
C105149,21,29.7,695000,3,3,2,8,0,0,휴면/이탈위험
C105150,17,44.8,1456000,3,4,4,11,0,0,휴면/이탈위험
C105151,1,43.2,1080000,5,3,3,11,0,0,휴면/이탈위험
C105152,0,24.6,779800,5,2,2,9,0,0,휴면/이탈위험
C105153,0,48.6,1462900,5,4,4,13,0,0,휴면/이탈위험
C105154,20,100.8,504000,3,5,2,10,3,0,성장 잠재고객
C105155,40,37.0,543900,1,3,2,6,2,0,일반 유지고객
C105156,19,9.9,444500,3,1,2,6,0,0,휴면/이탈위험
C105157,6,21.0,716100,4,2,2,8,0,0,휴면/이탈위험
C105158,17,3.8,136800,3,1,1,5,0,0,휴면/이탈위험
C105159,0,76.0,2964000,5,5,5,15,3,0,성장 잠재고객
C105160,52,42.0,1251600,1,3,3,7,2,1,일반 유지고객
C105161,3,155.1,3303600,4,5,5,14,3,0,성장 잠재고객
C105162,12,37.2,1573600,3,3,4,10,0,0,휴면/이탈위험
C105163,49,13.0,704600,1,1,2,4,2,0,일반 유지고객
C105164,7,19.2,835200,4,2,3,9,0,0,휴면/이탈위험
C105165,52,23.4,601400,1,2,2,5,2,0,일반 유지고객
C105166,10,28.0,744800,4,3,2,9,0,0,휴면/이탈위험
C105167,100,77.5,3379000,1,5,5,11,2,1,일반 유지고객
C105168,25,28.7,585500,2,3,2,7,0,0,휴면/이탈위험
C105169,28,37.8,1239800,2,3,3,8,0,1,휴면/이탈위험
C105170,5,117.6,4892200,4,5,5,14,3,0,성장 잠재고객
C105171,7,56.0,2301600,4,4,4,12,3,0,성장 잠재고객
C105172,22,107.1,4380400,2,5,5,12,3,0,성장 잠재고객
C105173,8,42.0,1142400,4,3,3,10,0,0,휴면/이탈위험
C105174,0,8.8,291300,5,1,1,7,0,0,휴면/이탈위험
C105175,54,78.0,1872000,1,5,4,10,2,0,일반 유지고객
C105176,10,44.0,1628000,4,3,4,11,0,0,휴면/이탈위험
C105177,12,78.4,1317100,3,5,3,11,3,0,성장 잠재고객
C105178,71,145.2,5111000,1,5,5,11,3,1,성장 잠재고객
C105179,13,53.3,863500,3,4,3,10,0,0,휴면/이탈위험
C105180,43,4.5,149000,1,1,1,3,2,1,일반 유지고객
C105181,72,0.8,23400,1,1,1,3,2,0,일반 유지고객
C105182,0,126.5,1543300,5,5,4,14,3,0,성장 잠재고객
C105183,18,10.4,358800,3,1,1,5,0,0,휴면/이탈위험
C105184,0,34.0,826200,5,3,3,11,0,0,휴면/이탈위험
C105185,37,33.0,877800,2,3,3,8,2,0,일반 유지고객
C105186,46,56.7,430900,1,4,2,7,2,0,일반 유지고객
C105187,0,68.2,4262500,5,4,5,14,3,0,성장 잠재고객
C105188,20,19.8,576200,3,2,2,7,0,0,휴면/이탈위험
C105189,16,144.0,7704000,3,5,5,13,1,0,VIP 충성고객
C105190,133,14.4,620600,1,1,2,4,2,1,일반 유지고객
C105191,40,23.8,823500,1,2,3,6,2,1,일반 유지고객
C105192,0,82.8,5009400,5,5,5,15,3,0,성장 잠재고객
C105193,92,5.6,100800,1,1,1,3,2,0,일반 유지고객
C105194,58,6.0,258600,1,1,1,3,2,1,일반 유지고객
C105195,25,14.4,518400,2,1,2,5,0,0,휴면/이탈위험
C105196,4,421.8,10249700,4,5,5,14,1,0,VIP 충성고객
C105197,9,45.0,1332000,4,4,3,11,0,0,휴면/이탈위험
C105198,29,8.5,314500,2,1,1,4,0,0,휴면/이탈위험
C105199,0,106.2,2633800,5,5,5,15,3,0,성장 잠재고객
C105200,17,79.8,3702700,3,5,5,13,3,0,성장 잠재고객
C105201,0,184.8,3806900,5,5,5,15,3,0,성장 잠재고객
C105202,30,159.0,4595100,2,5,5,12,3,0,성장 잠재고객
C105203,37,4.4,59800,2,1,1,4,2,0,일반 유지고객
C105204,0,58.8,2404900,5,4,4,13,3,0,성장 잠재고객
C105205,6,1.2,13200,4,1,1,6,0,0,휴면/이탈위험
C105206,70,40.3,818100,1,3,3,7,2,1,일반 유지고객
C105207,31,28.5,1177000,2,3,3,8,0,0,휴면/이탈위험
C105208,31,24.0,758400,2,2,2,6,0,0,휴면/이탈위험
C105209,41,28.6,1289900,1,3,3,7,2,0,일반 유지고객
C105210,80,122.5,3074800,1,5,5,11,2,0,일반 유지고객
C105211,0,3.1,217600,5,1,1,7,0,0,휴면/이탈위험
C105212,59,28.5,1353800,1,3,3,7,2,1,일반 유지고객
C105213,3,77.9,2438300,4,5,4,13,3,0,성장 잠재고객
C105214,47,40.0,1320000,1,3,3,7,2,0,일반 유지고객
C105215,10,17.6,88000,4,2,1,7,0,0,휴면/이탈위험
C105216,8,78.0,2956200,4,5,5,14,3,0,성장 잠재고객
C105217,28,59.8,3695600,2,4,5,11,3,0,성장 잠재고객
C105218,63,44.2,1944800,1,4,4,9,2,1,일반 유지고객
C105219,52,28.0,845600,1,3,3,7,2,1,일반 유지고객
C105220,0,31.5,1260000,5,3,3,11,0,0,휴면/이탈위험
C105221,21,81.6,2227700,3,5,4,12,3,0,성장 잠재고객
C105222,0,126.9,913700,5,5,3,13,3,0,성장 잠재고객
C105223,0,30.8,748400,5,3,2,10,0,0,휴면/이탈위험
C105224,20,99.2,3243800,3,5,5,13,3,0,성장 잠재고객
C105225,38,99.2,5614700,2,5,5,12,3,0,성장 잠재고객
C105226,22,9.0,236700,2,1,1,4,0,0,휴면/이탈위험
C105227,5,17.1,526700,4,2,2,8,0,0,휴면/이탈위험
C105228,1,168.0,5611200,5,5,5,15,1,0,VIP 충성고객
C105229,16,44.8,1205100,3,4,3,10,0,0,휴면/이탈위험
C105230,13,20.4,195800,3,2,1,6,0,0,휴면/이탈위험
C105231,1,24.0,460800,5,2,2,9,0,1,휴면/이탈위험
C105232,1,29.0,333500,5,3,1,9,0,0,휴면/이탈위험
C105233,0,3.3,142600,5,1,1,7,0,0,휴면/이탈위험
C105234,4,69.0,2001000,4,4,4,12,3,0,성장 잠재고객
C105235,16,80.5,1231600,3,5,3,11,3,1,성장 잠재고객
C105236,13,19.0,701100,3,2,2,7,0,0,휴면/이탈위험
C105237,0,80.0,4416000,5,5,5,15,3,0,성장 잠재고객
C105238,49,8.4,81500,1,1,1,3,2,0,일반 유지고객
C105239,5,110.7,2867100,4,5,5,14,3,0,성장 잠재고객
C105240,15,5.8,315500,3,1,1,5,0,0,휴면/이탈위험
C105241,46,36.0,1641600,1,3,4,8,2,0,일반 유지고객
C105242,40,6.0,319800,1,1,1,3,2,0,일반 유지고객
C105243,8,14.0,415800,4,1,2,7,0,0,휴면/이탈위험
C105244,32,15.0,567000,2,2,2,6,0,0,휴면/이탈위험
C105245,7,25.5,729300,4,2,2,8,0,0,휴면/이탈위험
C105246,3,72.0,2289600,4,4,4,12,3,0,성장 잠재고객
C105247,0,78.3,2630900,5,5,5,15,3,0,성장 잠재고객
C105248,20,119.6,2547500,3,5,4,12,3,1,성장 잠재고객
C105249,70,27.6,1435200,1,3,4,8,2,1,일반 유지고객
C105250,3,2.4,37000,4,1,1,6,0,0,휴면/이탈위험
C105251,24,45.9,2093000,2,4,4,10,0,0,휴면/이탈위험
C105252,0,25.0,820000,5,2,3,10,0,0,휴면/이탈위험
C105253,75,1.6,38400,1,1,1,3,2,1,일반 유지고객
C105254,51,17.0,292400,1,2,1,4,2,0,일반 유지고객
C105255,45,108.0,6274800,1,5,5,11,3,1,성장 잠재고객
C105256,10,108.0,4298400,4,5,5,14,3,0,성장 잠재고객
C105257,25,55.2,1562200,2,4,4,10,0,0,휴면/이탈위험
C105258,16,50.0,2005000,3,4,4,11,0,0,휴면/이탈위험
C105259,9,50.6,1877300,4,4,4,12,0,0,휴면/이탈위험
C105260,4,58.8,1105400,4,4,3,11,0,0,휴면/이탈위험
C105261,30,5.1,60700,2,1,1,4,0,0,휴면/이탈위험
C105262,1,24.0,859200,5,2,3,10,0,0,휴면/이탈위험
C105263,17,25.5,1349000,3,2,3,8,0,0,휴면/이탈위험
C105264,10,32.4,1480700,4,3,4,11,0,0,휴면/이탈위험
C105265,0,150.8,9545600,5,5,5,15,1,0,VIP 충성고객
C105266,11,52.2,1033600,4,4,3,11,0,0,휴면/이탈위험
C105267,0,42.9,1750300,5,3,4,12,0,0,휴면/이탈위험
